Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,159,224,233,139,157,123,123,111,80,67,51,Upgrade
Market Cap Growth,-,-4.09%,67.74%,-11.21%,27.12%,0.07%,10.61%,38.51%,20.94%,29.18%,69.44%,Upgrade
Enterprise Value,302,347,125,123,138,131,137,106,84,65,48,Upgrade
PE Ratio,8.06,11.46,12.51,11.78,15.35,10.35,16.34,15.52,13.41,13.73,16.50,Upgrade
PS Ratio,1.40,1.99,2.29,1.91,2.58,2.46,2.55,2.39,1.75,1.45,1.24,Upgrade
PB Ratio,0.65,0.97,1.07,0.96,1.20,1.29,1.36,1.19,0.84,0.67,0.57,Upgrade
P/FCF Ratio,4.27,4.73,7.34,-6.24,144.85,10.13,10.96,10.90,7.37,5.08,2.96,Upgrade
P/OCF Ratio,3.98,4.50,6.47,-7.29,40.43,8.27,9.82,8.32,5.72,4.50,2.73,Upgrade
EV/Sales Ratio,2.72,3.09,1.22,1.68,2.28,2.62,2.83,2.28,1.83,1.42,1.14,Upgrade
EV/EBITDA Ratio,9.09,10.05,3.92,5.99,8.93,7.84,7.78,6.76,5.37,4.74,4.26,Upgrade
EV/EBIT Ratio,13.43,15.16,5.38,8.39,10.98,8.81,9.44,8.50,6.89,6.01,6.83,Upgrade
EV/FCF Ratio,8.27,7.32,3.92,-5.50,127.94,10.79,12.20,10.42,7.68,4.96,2.74,Upgrade
Debt / Equity Ratio,0.96,0.88,0.41,1.16,0.66,0.71,0.79,0.75,0.67,0.65,0.71,Upgrade
Debt / EBITDA Ratio,6.86,5.90,2.78,8.15,5.53,4.07,4.07,4.46,4.11,4.69,5.76,Upgrade
Debt / FCF Ratio,6.25,4.29,2.78,-7.49,79.29,5.60,6.38,6.87,5.89,4.90,3.69,Upgrade
Asset Turnover,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),8.30%,8.30%,10.30%,8.40%,8.40%,13.10%,8.50%,7.20%,6.00%,5.10%,3.40%,Upgrade
Return on Assets (ROA),0.70%,0.70%,0.90%,0.70%,0.70%,1.00%,0.60%,0.60%,0.50%,0.40%,0.30%,Upgrade
Return on Capital (ROIC),0.80%,0.80%,1.10%,0.90%,0.90%,1.20%,1.20%,1.00%,1.00%,0.90%,0.60%,Upgrade
Earnings Yield,12.34%,8.73%,7.99%,8.49%,6.52%,9.67%,6.12%,6.45%,7.46%,7.28%,6.06%,Upgrade
FCF Yield,23.43%,21.16%,13.63%,-16.03%,0.69%,9.88%,9.12%,9.17%,13.56%,19.70%,33.77%,Upgrade
Dividend Yield,4.75%,3.30%,1.98%,2.73%,1.75%,1.39%,0.70%,-,-,-,-,Upgrade
Payout Ratio,39.30%,37.70%,24.70%,32.30%,26.80%,14.20%,11.20%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-10.82%,-52.75%,-18.48%,-4.04%,-6.92%,1.10%,-1.41%,-0.65%,-0.23%,-,-,Upgrade
Total Shareholder Return,-5.92%,-49.45%,-16.50%,-1.31%,-5.18%,2.49%,-0.71%,-0.65%,-0.23%,-,-,Upgrade
