Year,Current,2022,2021
Market Capitalization,372,370,-
Enterprise Value,372,370,0
PE Ratio,57.61,110.82,-
PB Ratio,-36.77,-37.25,-
P/FCF Ratio,-1245.48,-262.75,-
P/OCF Ratio,-1245.48,-262.75,-
EV/EBITDA Ratio,59.04,110.67,-9.37
EV/EBIT Ratio,59.04,110.67,-9.37
EV/FCF Ratio,-1244.44,-262.40,-1.00
Debt / Equity Ratio,-,-,-502.31
Debt / EBITDA Ratio,-,-,-9.37
Debt / FCF Ratio,-,-,-1.00
Current Ratio,2.54,3.62,1.00
Return on Equity (ROE),-64.30%,-35.20%,-
Return on Assets (ROA),2.10%,1.10%,-
Return on Capital (ROIC),2.10%,1.10%,-
Earnings Yield,1.69%,0.90%,-
FCF Yield,-0.08%,-0.38%,-
Buyback Yield / Dilution,-92.31%,-406.95%,-
Total Shareholder Return,-92.31%,-406.95%,-
