Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"8,167","9,193","14,738","9,919","6,478","4,686","4,124","3,167","3,555","2,885","3,588",Upgrade
Market Cap Growth,-,-37.62%,48.59%,53.13%,38.24%,13.62%,30.20%,-10.91%,23.24%,-19.61%,21.18%,Upgrade
Enterprise Value,"9,119","10,102","14,724","10,081","6,798","4,360","3,951","3,113","3,342","2,690","3,290",Upgrade
PE Ratio,492.00,130.40,76.25,44.36,42.62,25.61,30.13,19.67,26.81,36.84,29.06,Upgrade
PS Ratio,4.31,4.92,8.67,7.14,5.49,4.59,4.52,3.97,4.51,3.80,5.14,Upgrade
PB Ratio,6.78,7.62,10.41,7.80,5.98,5.01,5.12,4.55,5.55,4.42,5.20,Upgrade
P/FCF Ratio,48.99,54.63,42.34,32.25,25.46,19.63,22.47,20.99,19.30,36.84,23.44,Upgrade
P/OCF Ratio,27.43,30.87,32.76,25.81,19.37,14.88,16.49,14.82,14.72,21.12,19.22,Upgrade
EV/Sales Ratio,4.82,5.40,8.66,7.26,5.77,4.27,4.33,3.90,4.24,3.54,4.71,Upgrade
EV/EBITDA Ratio,32.86,31.37,35.45,23.32,20.98,13.24,14.39,10.55,12.93,15.93,14.61,Upgrade
EV/EBIT Ratio,87.94,65.01,55.64,34.43,32.95,18.74,21.54,13.87,17.23,23.60,18.33,Upgrade
EV/FCF Ratio,54.70,60.03,42.30,32.77,26.72,18.27,21.53,20.63,18.14,34.36,21.49,Upgrade
Debt / Equity Ratio,1.11,1.10,0.38,0.49,0.63,0.07,0.22,0.36,0.05,0.05,-,Upgrade
Debt / EBITDA Ratio,4.82,4.11,1.28,1.45,2.12,0.21,0.66,0.85,0.14,0.18,-,Upgrade
Debt / FCF Ratio,8.03,7.86,1.53,2.04,2.70,0.29,0.98,1.66,0.19,0.38,-,Upgrade
Current Ratio,0.93,0.92,1.13,1.17,1.22,1.66,1.64,1.60,1.35,1.33,1.66,Upgrade
Asset Turnover,0.55,0.57,0.62,0.56,0.61,0.71,0.66,0.71,0.77,0.74,0.67,Upgrade
Return on Equity (ROE),1.40%,5.70%,14.10%,19.60%,14.80%,20.40%,18.00%,24.50%,20.00%,11.70%,17.00%,Upgrade
Return on Assets (ROA),0.50%,2.10%,7.00%,9.00%,7.80%,12.70%,9.90%,14.30%,12.90%,7.70%,11.80%,Upgrade
Return on Capital (ROIC),7.10%,12.00%,42.50%,36.80%,33.50%,96.10%,54.20%,107.60%,179.00%,125.60%,102.20%,Upgrade
Earnings Yield,0.21%,0.77%,1.31%,2.25%,2.35%,3.91%,3.32%,5.08%,3.73%,2.71%,3.44%,Upgrade
FCF Yield,2.04%,1.83%,2.36%,3.10%,3.93%,5.09%,4.45%,4.76%,5.18%,2.71%,4.27%,Upgrade
Dividend Yield,0.96%,0.67%,0.28%,0.66%,0.75%,0.92%,0.96%,1.20%,0.95%,1.06%,0.49%,Upgrade
Payout Ratio,273.70%,87.30%,21.00%,29.00%,31.50%,23.30%,28.70%,23.50%,25.30%,38.90%,14.00%,Upgrade
Buyback Yield / Dilution,1.15%,1.15%,-0.46%,-0.47%,-0.47%,0.23%,0.69%,2.26%,1.34%,3.44%,5.39%,Upgrade
Total Shareholder Return,2.12%,1.82%,-0.18%,0.19%,0.28%,1.15%,1.65%,3.46%,2.28%,4.50%,5.87%,Upgrade
