Year,Current,2022,2021
Market Capitalization,38,115,-
Enterprise Value,28,115,0
PE Ratio,48.75,195.06,-
PB Ratio,-10.83,-37.28,-
P/FCF Ratio,-55.86,-147.38,-
P/OCF Ratio,-55.86,-147.38,-
EV/EBITDA Ratio,35.64,194.98,-9.76
EV/EBIT Ratio,35.64,194.98,-9.76
EV/FCF Ratio,-40.46,-147.32,-34.23
Debt / Equity Ratio,-0.18,-,158.15
Debt / EBITDA Ratio,0.83,-,-11.71
Debt / FCF Ratio,-0.95,-,-41.07
Current Ratio,2.72,0.65,0.14
Return on Equity (ROE),-26.10%,-21.60%,-
Return on Assets (ROA),1.10%,0.70%,-
Return on Capital (ROIC),1.20%,0.70%,-
Earnings Yield,2.04%,0.51%,-
FCF Yield,-1.78%,-0.68%,-
Buyback Yield / Dilution,45.09%,-397.57%,-
Total Shareholder Return,45.09%,-397.57%,-
