Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,501,764,881,602,785,632,748,821,407,328,337,Upgrade
Market Cap Growth,-,-13.28%,46.29%,-23.31%,24.20%,-15.52%,-8.85%,101.61%,24.11%,-2.54%,17.46%,Upgrade
Enterprise Value,"1,038","1,085",238,732,961,953,"1,029","1,181",420,332,305,Upgrade
PE Ratio,6.38,9.78,9.60,12.84,11.95,12.51,16.98,42.10,14.94,14.76,15.89,Upgrade
PS Ratio,1.73,2.69,3.13,2.84,3.47,3.20,3.89,4.97,2.86,2.81,3.12,Upgrade
PB Ratio,0.63,0.98,1.14,0.87,1.16,1.01,1.24,1.63,1.13,1.15,1.20,Upgrade
P/FCF Ratio,5.02,6.88,9.13,12.70,11.11,7.63,11.57,39.74,12.18,13.60,11.63,Upgrade
P/OCF Ratio,4.72,6.98,8.61,11.77,10.74,7.35,10.90,24.65,10.35,11.04,10.26,Upgrade
EV/Sales Ratio,3.59,3.82,0.85,3.45,4.25,4.81,5.34,7.14,2.95,2.84,2.82,Upgrade
EV/EBITDA Ratio,10.11,10.67,2.00,11.86,11.27,14.37,15.27,42.99,10.30,10.07,10.22,Upgrade
EV/EBIT Ratio,10.58,11.16,2.09,12.86,12.01,15.70,16.64,50.51,11.35,11.17,11.34,Upgrade
EV/FCF Ratio,10.40,9.77,2.47,15.42,13.60,11.49,15.90,57.16,12.56,13.74,10.52,Upgrade
Debt / Equity Ratio,0.85,0.61,0.32,0.50,0.45,0.69,0.59,0.83,0.20,0.15,0.13,Upgrade
Debt / EBITDA Ratio,6.58,4.66,2.08,5.66,3.53,6.48,5.28,15.21,1.80,1.27,1.25,Upgrade
Debt / FCF Ratio,6.76,4.26,2.57,7.36,4.26,5.18,5.50,20.22,2.20,1.74,1.29,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),10.20%,10.20%,12.30%,7.00%,10.00%,8.30%,8.10%,4.50%,7.60%,7.80%,7.60%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.40%,0.80%,1.30%,1.10%,1.00%,0.50%,1.00%,1.00%,0.90%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.80%,0.90%,1.50%,1.20%,1.40%,0.60%,1.40%,1.40%,1.20%,Upgrade
Earnings Yield,15.73%,10.22%,10.42%,7.79%,8.37%,7.99%,5.89%,2.38%,6.69%,6.77%,6.29%,Upgrade
FCF Yield,19.91%,14.54%,10.95%,7.87%,9.00%,13.11%,8.64%,2.52%,8.21%,7.35%,8.60%,Upgrade
Dividend Yield,4.93%,3.18%,2.67%,2.92%,2.99%,3.71%,2.85%,2.59%,3.84%,3.95%,3.87%,Upgrade
Payout Ratio,31.20%,31.20%,25.60%,37.50%,35.70%,46.50%,48.80%,94.10%,57.60%,58.40%,62.50%,Upgrade
Buyback Yield / Dilution,0.80%,0.70%,-0.62%,0.20%,-0.04%,-9.86%,-0.41%,-36.10%,-20.42%,0.42%,2.87%,Upgrade
Total Shareholder Return,5.73%,3.88%,2.05%,3.12%,2.95%,-6.15%,2.44%,-33.51%,-16.58%,4.37%,6.74%,Upgrade
