Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"2,281","4,037","2,531","2,573","2,734","2,216","2,261","1,910","1,318","1,271","1,251",Upgrade
Market Cap Growth,-,59.50%,-1.64%,-5.90%,23.40%,-2.00%,18.40%,44.87%,3.74%,1.58%,87.42%,Upgrade
Enterprise Value,"5,165","6,830","1,437","1,587","2,456","2,209","2,261","1,776","1,159","1,095","1,293",Upgrade
PE Ratio,7.92,19.97,13.18,15.96,15.11,13.83,21.23,19.95,15.19,15.06,14.52,Upgrade
PS Ratio,2.08,3.95,3.87,4.31,4.38,3.94,4.71,4.70,3.48,3.46,3.53,Upgrade
PB Ratio,0.72,1.31,1.27,1.31,1.36,1.31,1.58,1.94,1.39,1.40,1.56,Upgrade
P/FCF Ratio,4.39,7.71,9.30,10.81,24.70,10.35,15.75,18.00,12.05,10.17,8.65,Upgrade
P/OCF Ratio,4.33,7.55,8.97,9.59,21.48,10.12,14.63,16.18,11.42,10.41,8.33,Upgrade
EV/Sales Ratio,4.71,6.68,2.20,2.66,3.94,3.93,4.70,4.37,3.06,2.98,3.64,Upgrade
EV/EBITDA Ratio,12.05,21.85,4.92,6.24,8.97,9.44,12.91,10.77,7.79,7.47,8.68,Upgrade
EV/EBIT Ratio,13.86,26.57,5.80,7.58,10.45,10.71,14.43,12.22,8.88,8.45,9.74,Upgrade
EV/FCF Ratio,9.95,13.04,5.28,6.67,22.19,10.32,15.74,16.74,10.59,8.76,8.94,Upgrade
Debt / Equity Ratio,1.25,1.19,0.63,0.66,0.40,0.48,0.53,0.66,0.65,0.69,0.72,Upgrade
Debt / EBITDA Ratio,9.25,11.72,4.28,5.07,2.92,3.48,4.33,3.93,4.17,4.25,3.87,Upgrade
Debt / FCF Ratio,7.64,6.99,4.60,5.42,7.21,3.81,5.28,6.11,5.67,4.98,3.99,Upgrade
Asset Turnover,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),9.30%,6.30%,9.80%,8.20%,9.40%,10.30%,8.10%,9.90%,9.30%,9.80%,11.00%,Upgrade
Return on Assets (ROA),0.90%,0.60%,1.00%,1.00%,1.30%,1.30%,0.90%,1.10%,1.00%,1.00%,1.20%,Upgrade
Return on Capital (ROIC),1.10%,0.80%,1.40%,1.40%,1.80%,1.70%,1.40%,1.70%,1.60%,1.70%,1.80%,Upgrade
Earnings Yield,12.80%,5.01%,7.59%,6.26%,6.62%,7.23%,4.71%,5.01%,6.58%,6.64%,6.89%,Upgrade
FCF Yield,22.77%,12.98%,10.75%,9.25%,4.05%,9.66%,6.35%,5.56%,8.30%,9.83%,11.56%,Upgrade
Dividend Yield,8.33%,5.46%,4.03%,4.91%,2.96%,3.06%,2.40%,2.07%,2.75%,2.30%,1.45%,Upgrade
Payout Ratio,78.60%,107.70%,52.60%,79.10%,43.70%,40.40%,46.40%,40.90%,41.70%,33.90%,20.70%,Upgrade
Buyback Yield / Dilution,-11.72%,-67.84%,1.40%,3.24%,-7.62%,-7.36%,-25.79%,1.03%,0.72%,-3.59%,-1.94%,Upgrade
Total Shareholder Return,-3.39%,-62.38%,5.43%,8.15%,-4.66%,-4.29%,-23.40%,3.09%,3.47%,-1.29%,-0.49%,Upgrade
