Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,404,464,585,393,352,339,351,249,233,317,335,Upgrade
Market Cap Growth,-,-20.65%,48.97%,11.65%,3.67%,-3.44%,41.37%,6.44%,-26.33%,-5.36%,42.41%,Upgrade
Enterprise Value,"1,060",836,978,"1,225","1,013","1,032","1,301",942,"1,197","1,224","1,347",Upgrade
PE Ratio,11.92,14.35,3.68,3.19,6.64,11.74,15.40,-214.05,118.99,35.91,13.36,Upgrade
PS Ratio,0.34,0.42,0.42,0.33,0.34,0.35,0.38,0.29,0.26,0.32,0.33,Upgrade
PB Ratio,0.50,0.58,0.71,0.57,0.59,0.62,0.67,0.49,0.45,0.60,0.64,Upgrade
P/FCF Ratio,3.53,9.63,2.66,-6.70,5.09,2.12,-16.16,-9.15,-9.23,4.29,-19.20,Upgrade
P/OCF Ratio,3.06,7.20,2.57,-7.26,4.44,2.01,-21.77,-3.72,-12.03,4.05,-97.65,Upgrade
EV/Sales Ratio,0.91,0.75,0.70,1.02,0.98,1.08,1.41,1.10,1.33,1.25,1.32,Upgrade
EV/EBITDA Ratio,8.81,8.03,3.64,5.62,6.60,10.52,23.79,66.86,44.98,25.24,16.79,Upgrade
EV/EBIT Ratio,12.36,12.00,4.17,6.63,8.40,11.31,26.54,156.62,64.03,32.28,19.54,Upgrade
EV/FCF Ratio,9.37,17.35,4.46,-20.91,14.65,6.46,-59.84,-34.69,-47.31,16.56,-77.24,Upgrade
Debt / Equity Ratio,0.89,0.64,0.89,1.27,1.25,1.44,1.91,1.48,1.98,1.88,2.20,Upgrade
Debt / EBITDA Ratio,5.95,4.90,2.74,3.98,4.83,7.99,18.25,53.82,38.59,20.41,14.29,Upgrade
Debt / FCF Ratio,6.33,10.58,3.35,-14.81,10.71,4.90,-45.90,-27.93,-40.59,13.38,-65.76,Upgrade
Asset Turnover,0.41,0.39,0.49,0.49,0.42,0.40,0.37,0.34,0.32,0.33,0.36,Upgrade
Return on Equity (ROE),4.80%,4.10%,20.70%,19.80%,9.30%,5.40%,4.50%,-0.20%,0.40%,1.70%,4.90%,Upgrade
Return on Assets (ROA),1.30%,1.10%,5.60%,5.00%,2.20%,1.20%,0.90%,0.00%,0.10%,0.30%,0.90%,Upgrade
Return on Capital (ROIC),2.60%,2.10%,7.10%,6.00%,3.90%,2.90%,1.50%,0.20%,0.50%,1.00%,1.90%,Upgrade
Earnings Yield,9.43%,6.97%,27.17%,31.32%,15.06%,8.52%,6.49%,-0.47%,0.84%,2.79%,7.48%,Upgrade
FCF Yield,28.33%,10.38%,37.53%,-14.92%,19.65%,47.13%,-6.19%,-10.92%,-10.84%,23.32%,-5.21%,Upgrade
Dividend Yield,1.63%,2.04%,3.58%,4.98%,1.81%,1.82%,1.71%,2.37%,2.57%,1.98%,1.86%,Upgrade
Payout Ratio,22.50%,27.10%,12.30%,15.20%,11.20%,20.20%,25.60%,-488.90%,314.30%,67.70%,23.80%,Upgrade
Buyback Yield / Dilution,11.38%,7.18%,-2.77%,4.58%,1.49%,-2.84%,-2.28%,1.99%,4.28%,-0.90%,-3.84%,Upgrade
Total Shareholder Return,13.02%,9.22%,0.81%,9.56%,3.30%,-1.01%,-0.57%,4.36%,6.85%,1.08%,-1.98%,Upgrade
