Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Market Capitalization,359,357,435,214,420,522,534,534,480,727,750,Upgrade
Market Cap Growth,-,-17.92%,103.45%,-49.12%,-19.49%,-2.17%,-0.13%,11.22%,-33.87%,-3.14%,25.10%,Upgrade
Enterprise Value,962,"1,009","1,022",756,"1,045","1,007","1,022","1,018","1,034","1,202","1,063",Upgrade
PE Ratio,-2.86,-14.44,2.61,-13.39,26.40,10.94,8.65,28.52,-46.89,6.55,8.17,Upgrade
PS Ratio,2.99,3.40,5.33,2.13,3.75,4.82,4.29,3.76,2.97,4.91,5.81,Upgrade
PB Ratio,0.71,0.61,0.66,0.41,0.72,0.83,0.83,0.83,0.67,0.88,1.08,Upgrade
P/FCF Ratio,-6.91,-18.41,55.02,-1.65,-5.18,7.80,7.71,3.39,159.27,-4.21,18.60,Upgrade
P/OCF Ratio,-6.91,-18.41,55.02,-1.65,-5.18,7.80,7.71,3.39,159.27,-4.21,18.60,Upgrade
EV/Sales Ratio,8.11,9.61,12.53,7.55,9.32,9.30,8.20,7.17,6.40,8.13,8.23,Upgrade
EV/EBITDA Ratio,-11.63,209.34,5.39,43.48,22.68,14.28,11.34,20.92,64.17,9.16,9.92,Upgrade
EV/EBIT Ratio,-11.63,209.34,5.39,43.48,22.68,14.28,11.34,20.92,64.17,9.16,9.92,Upgrade
EV/FCF Ratio,-19.10,-52.01,129.25,-5.84,-12.88,15.04,14.75,6.46,342.66,-6.97,26.36,Upgrade
Debt / Equity Ratio,1.35,1.20,0.92,1.08,1.18,0.80,0.81,0.87,0.84,0.65,0.53,Upgrade
Debt / EBITDA Ratio,-8.20,146.16,3.20,32.67,14.84,7.15,5.84,11.49,37.42,4.13,3.47,Upgrade
Debt / FCF Ratio,-13.46,-36.31,76.80,-4.39,-8.43,7.53,7.60,3.55,199.84,-3.14,9.20,Upgrade
Asset Turnover,0.09,0.08,0.07,0.08,0.09,0.09,0.10,0.11,0.12,0.11,0.11,Upgrade
Return on Equity (ROE),-21.70%,-3.90%,26.50%,-3.00%,2.70%,7.50%,9.50%,2.90%,-1.40%,14.60%,13.20%,Upgrade
Return on Assets (ROA),-9.30%,-1.80%,13.80%,-1.20%,1.30%,4.10%,4.80%,1.50%,-0.70%,8.40%,8.10%,Upgrade
Return on Capital (ROIC),-4.20%,0.20%,10.90%,0.90%,2.40%,4.50%,5.00%,2.70%,0.80%,7.30%,7.20%,Upgrade
Earnings Yield,-34.00%,-6.93%,38.29%,-7.47%,3.79%,9.14%,11.56%,3.51%,-2.13%,15.28%,12.24%,Upgrade
FCF Yield,-14.08%,-5.43%,1.82%,-60.60%,-19.30%,12.82%,12.98%,29.51%,0.63%,-23.75%,5.38%,Upgrade
Dividend Yield,11.72%,10.16%,7.40%,18.81%,11.48%,9.65%,10.92%,14.89%,17.31%,10.27%,9.93%,Upgrade
Payout Ratio,-35.20%,-150.00%,19.30%,-250.00%,300.00%,105.90%,94.30%,430.80%,-800.00%,67.50%,80.60%,Upgrade
Buyback Yield / Dilution,2.72%,2.43%,-,-,4.20%,1.51%,-,4.31%,-11.51%,-0.14%,-17.67%,Upgrade
Total Shareholder Return,14.59%,12.60%,7.40%,18.81%,15.69%,11.16%,10.92%,19.20%,5.80%,10.13%,-7.74%,Upgrade
