Year,Current,2022,2021
Market Capitalization,179,220,-
Enterprise Value,179,219,0
PE Ratio,61.12,44.86,-
PB Ratio,-29.87,-30.64,-
P/FCF Ratio,-204.66,-159.19,-
P/OCF Ratio,-204.66,-159.19,-
EV/EBITDA Ratio,41.04,40.69,-28.70
EV/EBIT Ratio,41.04,40.69,-28.70
EV/FCF Ratio,-204.49,-158.86,-50.85
Debt / Equity Ratio,-,-,6.00
Debt / EBITDA Ratio,-,-,-33.90
Debt / FCF Ratio,-,-,-60.06
Current Ratio,0.25,0.70,0.09
Return on Equity (ROE),-48.60%,-67.80%,-16.90%
Return on Assets (ROA),1.90%,2.70%,-2.40%
Return on Capital (ROIC),2.50%,3.00%,-5.90%
Earnings Yield,1.94%,2.23%,-
FCF Yield,-0.61%,-0.63%,-
Buyback Yield / Dilution,-13.07%,-458.62%,-
Total Shareholder Return,-13.07%,-458.62%,-
