Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,816","4,578","3,869","3,065","4,127","3,191","4,468","3,374","2,340","2,312","2,005",Upgrade
Market Cap Growth,-,18.33%,26.22%,-25.72%,29.32%,-28.58%,32.44%,44.20%,1.21%,15.29%,35.04%,Upgrade
Enterprise Value,"5,540","5,369","2,594","4,581","8,084","7,459","8,336","6,045","4,541","4,607","3,251",Upgrade
PE Ratio,7.19,10.62,9.74,11.03,10.89,8.74,23.39,20.70,15.43,17.03,17.02,Upgrade
PS Ratio,2.57,3.32,3.13,2.80,3.54,2.78,4.31,4.46,3.77,3.95,4.00,Upgrade
PB Ratio,0.66,0.81,0.75,0.62,0.85,0.69,1.01,1.31,1.12,1.14,1.13,Upgrade
P/FCF Ratio,4.91,4.08,8.20,42.57,19.37,5.54,20.13,14.48,10.94,5.42,6.05,Upgrade
P/OCF Ratio,4.34,3.76,7.30,27.12,15.93,5.22,16.01,11.51,10.47,5.17,5.79,Upgrade
EV/Sales Ratio,3.73,3.89,2.10,4.19,6.93,6.50,8.04,7.99,7.32,7.86,6.49,Upgrade
EV/EBITDA Ratio,7.42,8.58,5.06,13.47,15.67,13.30,18.73,19.69,16.60,18.67,16.82,Upgrade
EV/EBIT Ratio,8.29,9.71,5.16,13.36,17.16,16.50,23.42,24.57,19.77,22.29,20.00,Upgrade
EV/FCF Ratio,7.12,4.78,5.49,63.63,37.95,12.95,37.55,25.94,21.24,10.80,9.82,Upgrade
Debt / Equity Ratio,0.60,0.44,0.43,0.58,0.93,1.03,0.99,1.18,1.28,1.28,0.82,Upgrade
Debt / EBITDA Ratio,4.61,3.94,4.32,8.53,8.83,8.48,9.77,9.91,9.83,10.47,7.55,Upgrade
Debt / FCF Ratio,4.43,2.20,4.70,40.26,21.39,8.26,19.58,13.06,12.59,6.06,4.41,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),9.40%,7.90%,7.80%,5.70%,7.90%,8.10%,4.30%,6.40%,7.30%,6.90%,7.70%,Upgrade
Return on Assets (ROA),1.20%,1.00%,1.00%,0.80%,1.10%,1.10%,0.60%,0.80%,0.90%,0.90%,0.90%,Upgrade
Return on Capital (ROIC),1.60%,1.40%,1.40%,0.90%,1.30%,1.30%,1.10%,1.10%,1.30%,1.30%,1.20%,Upgrade
Earnings Yield,13.76%,9.42%,10.26%,9.07%,9.18%,11.44%,4.27%,4.83%,6.48%,5.87%,5.88%,Upgrade
FCF Yield,20.39%,24.53%,12.20%,2.35%,5.16%,18.05%,4.97%,6.91%,9.14%,18.45%,16.52%,Upgrade
Dividend Yield,4.54%,3.68%,3.96%,5.05%,3.78%,4.88%,3.47%,2.99%,3.60%,3.60%,3.80%,Upgrade
Payout Ratio,32.40%,39.00%,38.70%,55.80%,41.00%,42.50%,76.20%,60.80%,55.20%,59.30%,59.30%,Upgrade
Buyback Yield / Dilution,-2.13%,-9.99%,1.15%,0.70%,-0.19%,-0.30%,-53.62%,-20.00%,-1.06%,-9.23%,-13.64%,Upgrade
Total Shareholder Return,2.41%,-6.31%,5.11%,5.76%,3.59%,4.57%,-50.15%,-17.01%,2.54%,-5.63%,-9.84%,Upgrade
