Year,Current,2022,2021
Market Capitalization,280,371,287
Market Cap Growth,-,29.06%,-
Enterprise Value,280,371,287
PE Ratio,44.39,43.68,123.88
PB Ratio,-32.08,-32.08,-17.82
P/FCF Ratio,-655.15,-655.15,-238.65
P/OCF Ratio,-655.15,-655.15,-238.65
EV/EBITDA Ratio,33.01,43.69,123.64
EV/EBIT Ratio,33.01,43.69,123.64
EV/FCF Ratio,-655.29,-655.29,-238.19
Debt / Equity Ratio,-0.01,-0.01,-
Debt / EBITDA Ratio,0.01,0.01,-
Debt / FCF Ratio,-0.18,-0.18,-
Current Ratio,0.03,0.03,1.01
Return on Equity (ROE),-70.70%,-70.70%,-41.20%
Return on Assets (ROA),2.90%,2.90%,0.80%
Return on Capital (ROIC),2.90%,2.90%,0.80%
Earnings Yield,3.03%,2.29%,0.81%
FCF Yield,-0.20%,-0.15%,-0.42%
Buyback Yield / Dilution,-7.59%,-7.59%,-
Total Shareholder Return,-7.59%,-7.59%,-
