Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,277,354,411,315,387,325,293,317,256,254,255,Upgrade
Market Cap Growth,-,-13.87%,30.50%,-18.56%,19.09%,11.03%,-7.55%,23.81%,0.66%,-0.45%,10.19%,Upgrade
Enterprise Value,456,481,384,305,497,336,323,349,312,297,307,Upgrade
PE Ratio,10.79,13.31,13.47,16.40,19.85,14.77,21.79,20.09,15.53,14.87,13.73,Upgrade
PS Ratio,2.72,3.53,4.11,3.58,5.31,4.94,5.09,5.67,4.46,4.46,4.31,Upgrade
PB Ratio,1.08,1.42,1.37,1.05,1.58,1.65,1.55,1.70,1.36,1.35,1.42,Upgrade
P/FCF Ratio,7.70,11.32,12.24,14.56,19.76,13.15,16.56,18.70,13.72,11.81,8.56,Upgrade
P/OCF Ratio,7.19,10.24,11.81,12.72,17.23,12.55,15.11,17.11,12.99,11.40,8.35,Upgrade
EV/Sales Ratio,4.48,4.80,3.83,3.45,6.81,5.12,5.62,6.25,5.43,5.21,5.19,Upgrade
EV/EBITDA Ratio,13.38,13.85,9.64,12.09,19.75,12.00,14.55,15.38,13.17,11.98,11.45,Upgrade
EV/EBIT Ratio,14.42,14.87,10.19,13.12,21.22,12.81,15.71,16.54,14.31,13.02,12.40,Upgrade
EV/FCF Ratio,12.69,15.36,11.43,14.07,25.36,13.60,18.30,20.63,16.73,13.78,10.31,Upgrade
Debt / Equity Ratio,0.91,0.73,0.26,0.30,0.59,0.25,0.38,0.35,0.49,0.42,0.54,Upgrade
Debt / EBITDA Ratio,6.79,5.23,1.95,3.62,5.76,1.74,3.19,2.85,3.89,3.18,3.60,Upgrade
Debt / FCF Ratio,6.44,5.81,2.31,4.21,7.39,1.97,4.01,3.82,4.95,3.65,3.24,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),10.40%,10.40%,10.10%,7.00%,8.40%,11.50%,7.10%,8.30%,8.70%,9.10%,10.30%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.30%,1.00%,1.30%,1.70%,1.10%,1.30%,1.30%,1.40%,1.50%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.70%,1.20%,1.50%,2.10%,1.60%,1.70%,1.70%,1.80%,2.00%,Upgrade
Earnings Yield,9.38%,7.51%,7.43%,6.10%,5.04%,6.77%,4.59%,4.98%,6.44%,6.72%,7.28%,Upgrade
FCF Yield,12.98%,8.84%,8.17%,6.87%,5.06%,7.61%,6.04%,5.35%,7.29%,8.47%,11.68%,Upgrade
Dividend Yield,6.21%,4.90%,4.25%,5.44%,4.18%,4.09%,4.33%,3.97%,4.95%,5.03%,4.85%,Upgrade
Payout Ratio,67.10%,65.50%,57.80%,83.10%,80.80%,60.30%,94.50%,80.00%,77.00%,75.40%,66.20%,Upgrade
Buyback Yield / Dilution,1.66%,1.59%,0.88%,-15.96%,-11.42%,-0.82%,-0.93%,0.76%,0.92%,0.64%,-0.95%,Upgrade
Total Shareholder Return,7.87%,6.49%,5.13%,-10.52%,-7.24%,3.27%,3.41%,4.73%,5.88%,5.67%,3.89%,Upgrade
