Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Market Capitalization,"1,609","3,103","3,371","3,069","3,832","2,811","3,640","3,786","2,723","2,602","2,633",Upgrade
Market Cap Growth,-,-7.94%,9.82%,-19.91%,36.35%,-22.79%,-3.86%,39.05%,4.64%,-1.17%,32.98%,Upgrade
Enterprise Value,"2,930","4,019","3,736","3,557","4,326","3,124","4,140","4,415","3,442","3,298","3,395",Upgrade
PE Ratio,6.59,14.24,13.46,19.96,16.96,12.80,19.71,20.87,16.94,15.96,17.50,Upgrade
PS Ratio,2.28,4.40,4.69,5.45,5.76,4.38,5.82,6.21,4.70,4.61,4.83,Upgrade
PB Ratio,1.19,2.36,2.09,2.23,2.98,2.22,2.96,3.26,2.44,2.47,2.60,Upgrade
P/FCF Ratio,6.85,10.20,9.23,26.67,21.18,9.95,25.16,17.92,12.38,13.29,11.64,Upgrade
P/OCF Ratio,6.18,9.32,8.94,20.96,16.36,8.84,20.79,16.71,11.64,12.42,10.88,Upgrade
EV/Sales Ratio,4.15,5.69,5.20,6.32,6.51,4.87,6.62,7.24,5.94,5.84,6.23,Upgrade
EV/EBITDA Ratio,9.25,12.41,10.43,16.05,13.70,10.98,14.73,16.20,14.11,13.19,15.00,Upgrade
EV/EBIT Ratio,10.35,13.83,11.48,18.81,15.14,11.56,15.44,17.01,14.89,13.88,15.85,Upgrade
EV/FCF Ratio,12.47,13.21,10.24,30.90,23.91,11.05,28.62,20.89,15.65,16.84,15.01,Upgrade
Debt / Equity Ratio,1.23,0.94,0.35,0.56,0.62,0.50,0.62,0.69,0.79,0.83,0.94,Upgrade
Debt / EBITDA Ratio,5.24,3.82,1.58,3.47,2.53,2.25,2.72,2.94,3.61,3.48,4.22,Upgrade
Debt / FCF Ratio,7.07,4.06,1.55,6.68,4.41,2.26,5.29,3.79,4.01,4.45,4.22,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),15.80%,16.20%,16.30%,11.40%,17.60%,17.50%,15.20%,15.70%,14.70%,15.60%,15.00%,Upgrade
Return on Assets (ROA),0.90%,0.90%,1.10%,0.80%,1.30%,1.30%,1.10%,1.10%,1.10%,1.10%,1.10%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.40%,0.90%,1.60%,1.50%,1.50%,1.60%,1.50%,1.60%,1.50%,Upgrade
Earnings Yield,13.05%,7.02%,7.43%,5.01%,5.89%,7.81%,5.07%,4.79%,5.90%,6.27%,5.72%,Upgrade
FCF Yield,14.60%,9.80%,10.83%,3.75%,4.72%,10.05%,3.97%,5.58%,8.07%,7.52%,8.59%,Upgrade
Dividend Yield,8.02%,3.59%,3.26%,3.48%,2.75%,3.50%,2.39%,2.14%,2.87%,3.05%,3.05%,Upgrade
Payout Ratio,52.80%,50.90%,43.60%,69.30%,46.30%,44.50%,46.70%,44.40%,48.40%,48.50%,53.10%,Upgrade
Buyback Yield / Dilution,1.23%,0.66%,-0.40%,1.86%,3.21%,1.43%,0.64%,1.32%,1.52%,1.00%,1.50%,Upgrade
Total Shareholder Return,9.25%,4.25%,2.85%,5.35%,5.96%,4.92%,3.02%,3.46%,4.39%,4.06%,4.54%,Upgrade
