Year,Current,2022,2021
Market Capitalization,164,568,550
Market Cap Growth,-,3.38%,-
Enterprise Value,165,568,549
PE Ratio,63.06,97.96,-562.36
PB Ratio,-34.05,-35.56,-35.80
P/FCF Ratio,-901.59,-1355.10,-480.01
P/OCF Ratio,-901.59,-1355.10,-480.01
EV/EBITDA Ratio,18.51,97.99,-562.13
EV/EBIT Ratio,18.51,97.99,-562.13
EV/FCF Ratio,-902.48,-1355.56,-479.82
Debt / Equity Ratio,-0.04,-0.02,-
Debt / EBITDA Ratio,0.07,0.05,-
Debt / FCF Ratio,-1.03,-0.72,-
Current Ratio,0.22,0.33,2.68
Return on Equity (ROE),-55.40%,-36.80%,19.20%
Return on Assets (ROA),2.50%,1.30%,-0.20%
Return on Capital (ROIC),2.50%,1.30%,-0.20%
Earnings Yield,5.42%,1.02%,-0.18%
FCF Yield,-0.38%,-0.07%,-0.21%
Buyback Yield / Dilution,19.11%,-15.72%,-
Total Shareholder Return,19.11%,-15.72%,-
