Year,Current,2022,2021
Market Capitalization,213,523,504
Market Cap Growth,-,3.91%,-
Enterprise Value,214,524,503
PE Ratio,30.62,29.57,381.34
PB Ratio,-42.46,-42.46,-15.53
P/FCF Ratio,-595.43,-595.43,-510.54
P/OCF Ratio,-595.43,-595.43,-510.54
EV/EBITDA Ratio,12.08,29.60,381.03
EV/EBIT Ratio,12.08,29.60,381.03
EV/FCF Ratio,-595.98,-595.98,-510.14
Debt / Equity Ratio,-0.04,-0.04,-
Debt / EBITDA Ratio,0.03,0.03,-
Debt / FCF Ratio,-0.57,-0.57,-
Current Ratio,0.01,0.01,0.55
Return on Equity (ROE),-93.70%,-93.70%,-10.40%
Return on Assets (ROA),4.20%,4.20%,0.30%
Return on Capital (ROIC),4.30%,4.30%,0.30%
Earnings Yield,8.29%,3.38%,0.26%
FCF Yield,-0.41%,-0.17%,-0.20%
Buyback Yield / Dilution,-9.35%,-9.35%,-
Total Shareholder Return,-9.35%,-9.35%,-
