Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1985
Market Capitalization,48,55,76,69,67,54,63,43,69,92,93,Upgrade
Market Cap Growth,-,-28.16%,10.36%,2.41%,23.87%,-14.22%,49.06%,-37.90%,-25.54%,-0.74%,-9.30%,Upgrade
Enterprise Value,48,54,72,58,56,47,60,27,56,71,84,Upgrade
PE Ratio,0,-1.22,5.35,62.57,5.12,54.91,6.74,-2.62,-3.44,-6.79,-11.91,Upgrade
PS Ratio,28.99,-1.30,3.71,13.54,3.56,13.00,4.42,-3.92,-5.43,-16.71,150.71,Upgrade
PB Ratio,0.74,0.84,0.69,0.72,0.71,0.66,0.78,0.59,0.77,0.84,0.76,Upgrade
P/FCF Ratio,-,-15.64,-10.37,513.89,19.13,12.52,-5.36,16.70,-10.49,7.47,94.43,Upgrade
P/OCF Ratio,-,-15.66,-10.39,492.03,19.11,12.52,-5.36,16.69,-10.50,7.45,93.17,Upgrade
EV/Sales Ratio,28.64,-1.29,3.51,11.28,2.96,11.14,4.18,-2.50,-4.41,-12.95,136.84,Upgrade
EV/EBITDA Ratio,0.03,-1.20,5.05,51.86,4.26,46.54,6.53,-1.72,-2.79,-5.37,-11.07,Upgrade
EV/EBIT Ratio,0.03,-1.20,5.06,52.12,4.26,46.76,6.37,-1.75,-2.86,-5.42,-11.02,Upgrade
EV/FCF Ratio,0.15,-15.47,-9.81,428.37,15.92,10.73,-5.07,10.65,-8.51,5.79,85.74,Upgrade
Debt / Equity Ratio,0.02,0.02,0.04,0.03,0.05,0.02,0.04,0.03,0.09,0.02,0.02,Upgrade
Debt / EBITDA Ratio,0.00,0.00,-,-,-,-,-,-,-0.25,-,-,Upgrade
Debt / FCF Ratio,-0.02,-0.02,-,-,-,-,-,-,-0.76,-,-,Upgrade
Current Ratio,1.33,1.33,12.95,20.55,16.60,10.39,2.91,18.06,14.44,25.27,13.81,Upgrade
Asset Turnover,0,-0.63,0.18,0.05,0.19,0.05,0.17,-0.15,-0.13,-0.05,0.00,Upgrade
Return on Equity (ROE),-,-68.70%,12.89%,1.15%,13.84%,1.21%,11.62%,-22.52%,-22.47%,-12.38%,-6.35%,Upgrade
Return on Assets (ROA),-,-67.26%,12.36%,1.11%,13.21%,1.18%,11.19%,-21.81%,-20.66%,-12.11%,-6.23%,Upgrade
Return on Capital (ROIC),-,-69.33%,13.39%,1.46%,17.25%,1.47%,12.43%,-36.10%,-32.81%,-18.91%,-7.16%,Upgrade
Earnings Yield,-25.42%,-82.21%,18.70%,1.60%,19.53%,1.82%,14.83%,-38.21%,-29.06%,-14.73%,-8.39%,Upgrade
FCF Yield,-7.85%,-6.39%,-9.64%,0.19%,5.23%,7.99%,-18.66%,5.99%,-9.53%,13.39%,1.06%,Upgrade
Buyback Yield / Dilution,-,-0.00%,0.82%,-0.82%,-,-0.83%,0.99%,0.15%,-0.27%,-0.44%,Upgrade,
Total Shareholder Return,-,-0.00%,0.82%,-0.82%,-,-0.83%,0.99%,0.15%,-0.27%,-0.44%,Upgrade,
