Year,Current,2022,2021
Market Capitalization,136,509,487
Market Cap Growth,-,4.62%,-
Enterprise Value,138,511,487
PE Ratio,50.07,48.75,27.14
PB Ratio,-23.56,-23.56,-17.41
P/FCF Ratio,-201.28,-201.28,-219.96
P/OCF Ratio,-201.28,-201.28,-219.96
EV/EBITDA Ratio,12.04,44.47,27.19
EV/EBIT Ratio,12.04,44.47,27.19
EV/FCF Ratio,-202.20,-202.20,-220.35
Debt / Equity Ratio,-0.11,-0.11,-0.03
Debt / EBITDA Ratio,0.20,0.20,0.05
Debt / FCF Ratio,-0.92,-0.92,-0.42
Current Ratio,0.02,0.02,0.04
Return on Equity (ROE),-51.00%,-51.00%,-149.30%
Return on Assets (ROA),3.20%,3.20%,4.50%
Return on Capital (ROIC),3.60%,3.60%,4.50%
Earnings Yield,7.67%,2.05%,3.68%
FCF Yield,-1.86%,-0.50%,-0.45%
Buyback Yield / Dilution,-7.16%,-7.16%,-
Total Shareholder Return,-7.16%,-7.16%,-
