Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"108,135","116,280","128,075","90,734","81,415","62,138","96,096","95,217","76,875","84,422","80,340",Upgrade
Market Cap Growth,-,-9.21%,41.15%,11.45%,31.02%,-35.34%,0.92%,23.86%,-8.94%,5.08%,34.02%,Upgrade
Enterprise Value,"639,072","528,900","580,442","528,917","464,085","417,103","486,883","419,863","431,329","435,624","510,960",Upgrade
PE Ratio,11.41,10.80,6.06,10.18,10.31,6.30,26.08,13.44,13.81,10.45,10.40,Upgrade
PS Ratio,2.29,2.46,2.16,2.04,2.23,1.70,2.94,3.09,2.27,2.44,2.35,Upgrade
PB Ratio,0.91,0.99,1.17,0.95,0.90,0.69,1.17,1.10,0.89,1.02,1.02,Upgrade
P/FCF Ratio,2.64,15.17,23.02,-4.15,3.69,5.05,-4.16,23.74,9.76,-9.84,20.61,Upgrade
P/OCF Ratio,2.60,13.35,20.34,-4.90,3.41,3.75,-4.69,14.66,8.11,-10.64,17.68,Upgrade
EV/Sales Ratio,13.70,11.17,9.78,11.87,12.70,11.39,14.88,13.64,12.75,12.62,14.94,Upgrade
EV/EBITDA Ratio,40.56,33.18,19.97,36.78,37.77,30.21,39.64,37.15,44.15,31.81,39.13,Upgrade
EV/EBIT Ratio,49.84,39.22,21.46,42.38,43.85,33.42,43.74,40.75,49.14,35.25,43.53,Upgrade
EV/FCF Ratio,15.83,68.99,104.32,-24.18,21.04,33.93,-21.08,104.70,54.76,-50.77,131.05,Upgrade
Debt / Equity Ratio,6.48,5.58,6.49,6.19,5.72,5.38,6.09,5.14,5.16,5.56,6.90,Upgrade
Debt / EBITDA Ratio,48.35,41.05,24.55,41.31,42.01,35.16,40.77,39.49,45.85,33.63,41.46,Upgrade
Debt / FCF Ratio,18.87,85.37,128.22,-27.16,23.40,39.49,-21.68,111.31,56.87,-53.67,138.86,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),8.50%,9.20%,20.30%,9.60%,8.70%,11.40%,4.30%,8.20%,6.40%,9.90%,9.90%,Upgrade
Return on Assets (ROA),0.70%,0.70%,1.50%,0.80%,0.80%,1.00%,0.40%,0.80%,0.60%,0.90%,0.80%,Upgrade
Return on Capital (ROIC),0.60%,0.70%,1.40%,0.80%,0.80%,0.90%,0.90%,0.90%,0.70%,1.00%,0.90%,Upgrade
Earnings Yield,9.39%,9.26%,16.51%,9.83%,9.70%,15.87%,3.83%,7.44%,7.24%,9.57%,9.62%,Upgrade
FCF Yield,37.85%,6.59%,4.34%,-24.11%,27.09%,19.78%,-24.04%,4.21%,10.25%,-10.16%,4.85%,Upgrade
Dividend Yield,2.92%,2.77%,1.81%,1.99%,1.91%,1.98%,1.23%,1.19%,1.52%,1.26%,1.27%,Upgrade
Payout Ratio,33.40%,29.60%,10.80%,20.00%,19.60%,12.30%,31.80%,15.70%,20.60%,12.80%,12.50%,Upgrade
Buyback Yield / Dilution,1.29%,-0.65%,1.25%,4.05%,3.77%,4.62%,5.98%,5.12%,3.09%,5.28%,3.20%,Upgrade
Total Shareholder Return,4.25%,2.13%,3.05%,6.03%,5.68%,6.60%,7.21%,6.31%,4.61%,6.55%,4.47%,Upgrade
