Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,217,346,413,176,220,185,212,193,137,118,78,Upgrade
Market Cap Growth,-,-16.18%,135.03%,-20.23%,18.82%,-12.51%,9.71%,40.54%,16.62%,51.05%,71.14%,Upgrade
Enterprise Value,367,384,-102,19,146,194,202,120,70,26,-43,Upgrade
PE Ratio,6.68,11.10,26.87,11.17,13.60,7.42,18.82,20.04,19.33,23.33,-8.10,Upgrade
PS Ratio,1.78,2.83,5.30,2.96,3.71,3.20,4.11,3.64,2.81,2.48,3.18,Upgrade
PB Ratio,0.61,0.95,1.18,0.90,1.14,1.01,1.29,1.25,0.94,0.84,0.76,Upgrade
P/FCF Ratio,6.03,6.89,-37.70,10.94,15.78,10.80,11.60,10.54,10.10,10.61,4.04,Upgrade
P/OCF Ratio,5.71,6.57,-55.04,9.53,13.60,10.13,10.85,10.15,9.09,8.94,3.93,Upgrade
EV/Sales Ratio,2.95,3.13,-1.31,0.32,2.46,3.35,3.91,2.27,1.44,0.56,-1.75,Upgrade
EV/EBITDA Ratio,7.47,7.99,-4.21,0.81,6.05,5.16,9.42,6.56,5.04,2.54,3.12,Upgrade
EV/EBIT Ratio,8.45,9.10,-4.82,0.91,6.72,5.49,10.20,7.57,6.10,3.26,2.66,Upgrade
EV/FCF Ratio,10.03,7.64,9.32,1.19,10.49,11.30,11.05,6.57,5.17,2.38,-2.22,Upgrade
Debt / Equity Ratio,0.51,0.26,0.20,0.16,0.11,0.41,0.13,0.02,0.05,0.03,0.10,Upgrade
Debt / EBITDA Ratio,3.75,1.94,2.83,1.29,0.87,2.02,1.01,0.17,0.48,0.46,-0.74,Upgrade
Debt / FCF Ratio,5.03,1.85,-6.26,1.89,1.51,4.42,1.19,0.17,0.49,0.43,0.53,Upgrade
Asset Turnover,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.02,Upgrade
Return on Equity (ROE),8.90%,8.70%,6.50%,8.00%,8.50%,14.50%,7.00%,6.30%,4.90%,3.90%,-8.90%,Upgrade
Return on Assets (ROA),0.90%,0.90%,0.60%,0.90%,1.10%,1.70%,0.90%,0.80%,0.60%,0.50%,-0.90%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.00%,1.30%,1.50%,2.40%,1.60%,1.50%,1.10%,0.80%,-1.70%,Upgrade
Earnings Yield,14.50%,9.01%,3.72%,8.95%,7.35%,13.48%,5.31%,4.99%,5.17%,4.29%,-12.35%,Upgrade
FCF Yield,16.58%,14.51%,-2.65%,9.14%,6.34%,9.26%,8.62%,9.49%,9.90%,9.42%,24.75%,Upgrade
Dividend Yield,4.37%,3.44%,2.30%,3.29%,2.42%,2.20%,1.32%,0.92%,0.37%,-,-,Upgrade
Payout Ratio,37.30%,38.20%,41.00%,37.80%,33.10%,16.30%,24.70%,18.40%,7.10%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.28%,-0.26%,-64.57%,5.15%,0.48%,-0.48%,-0.18%,-0.27%,-0.13%,-49.09%,-0.05%,Upgrade
Total Shareholder Return,4.19%,3.18%,-62.27%,8.44%,2.90%,1.72%,1.13%,0.65%,0.24%,-49.09%,-0.05%,Upgrade
