Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,"65,202","60,492","82,108","65,354","71,930","64,117","49,700","39,144","30,644","29,861","26,312",Upgrade
Market Cap Growth,-,-26.33%,25.64%,-9.14%,12.19%,29.01%,26.97%,27.74%,2.62%,13.49%,55.76%,Upgrade
Enterprise Value,"67,090","61,114","82,603","67,064","74,038","67,070","49,939","39,422","31,108","30,528","26,631",Upgrade
PE Ratio,23.04,22.77,31.37,31.04,33.99,32.68,12.23,25.52,24.57,26.49,26.94,Upgrade
PS Ratio,12.77,12.05,17.51,13.38,14.78,14.88,13.64,10.89,9.21,9.59,8.96,Upgrade
PB Ratio,2.39,2.25,3.00,2.48,2.75,2.47,2.22,1.92,1.49,1.43,1.24,Upgrade
P/FCF Ratio,21.22,20.39,35.48,25.95,29.64,27.59,29.77,23.87,21.61,25.77,19.53,Upgrade
P/OCF Ratio,20.68,19.79,34.18,24.07,26.91,26.27,28.38,22.60,20.00,23.12,20.55,Upgrade
EV/Sales Ratio,13.12,12.18,17.61,13.73,15.21,15.56,13.70,10.97,9.35,9.81,9.07,Upgrade
EV/EBITDA Ratio,15.83,15.22,21.04,20.01,22.16,21.07,17.51,14.95,13.51,14.37,13.39,Upgrade
EV/EBIT Ratio,17.29,16.73,23.33,23.23,25.81,22.86,18.89,16.35,15.00,16.14,15.21,Upgrade
EV/FCF Ratio,21.80,20.60,35.69,26.63,30.50,28.86,29.92,24.04,21.93,26.35,19.77,Upgrade
Debt / Equity Ratio,4.80,5.16,5.89,3.43,1.56,1.69,2.07,1.96,1.84,2.04,1.14,Upgrade
Debt / EBITDA Ratio,31.03,34.54,41.12,26.92,12.22,13.78,16.28,15.09,16.41,20.09,12.17,Upgrade
Debt / FCF Ratio,42.74,46.75,69.73,35.83,16.82,18.87,27.81,24.25,26.64,36.83,17.97,Upgrade
Current Ratio,1.01,1.01,1.01,1.01,1.03,1.01,1.03,1.03,1.03,1.02,1.05,Upgrade
Asset Turnover,0.03,0.03,0.03,0.04,0.07,0.06,0.05,0.05,0.04,0.05,0.06,Upgrade
Return on Equity (ROE),10.20%,9.60%,9.70%,7.90%,8.00%,8.30%,19.20%,7.30%,5.90%,5.30%,4.50%,Upgrade
Return on Assets (ROA),1.60%,1.40%,1.40%,1.70%,2.90%,2.70%,5.30%,2.30%,1.70%,1.90%,2.00%,Upgrade
Return on Capital (ROIC),2.70%,2.40%,2.40%,3.00%,6.70%,6.60%,5.30%,6.00%,4.30%,5.70%,8.90%,Upgrade
Earnings Yield,4.33%,4.39%,3.19%,3.22%,2.94%,3.06%,8.18%,3.92%,4.07%,3.77%,3.71%,Upgrade
FCF Yield,4.71%,4.90%,2.82%,3.85%,3.37%,3.62%,3.36%,4.19%,4.63%,3.88%,5.12%,Upgrade
Dividend Yield,4.75%,5.05%,2.99%,3.24%,2.74%,2.44%,4.20%,4.89%,5.40%,4.37%,5.59%,Upgrade
Payout Ratio,109.10%,114.70%,93.80%,100.30%,92.70%,79.40%,51.20%,124.20%,132.10%,115.10%,149.70%,Upgrade
Buyback Yield / Dilution,-0.04%,-0.07%,-0.11%,-0.08%,-4.22%,-1.03%,-0.37%,-0.32%,-0.54%,-0.50%,-0.63%,Upgrade
Total Shareholder Return,4.70%,4.98%,2.88%,3.16%,-1.48%,1.41%,3.83%,4.58%,4.86%,3.87%,4.97%,Upgrade
