Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"5,769","13,152","8,830","7,079","5,153","4,263","4,682","4,667","3,401","3,195","2,753",Upgrade
Market Cap Growth,-,48.94%,24.74%,37.37%,20.88%,-8.95%,0.33%,37.22%,6.46%,16.03%,12.42%,Upgrade
Enterprise Value,"10,074","14,328","-4,151",948,"7,713","3,885","6,945","4,560","4,020","4,138","4,601",Upgrade
PE Ratio,6.33,15.15,9.18,8.61,11.85,7.91,29.39,21.13,42.69,14.77,130.70,Upgrade
PS Ratio,1.82,4.23,2.61,2.67,2.83,2.20,3.51,3.67,2.93,2.78,2.36,Upgrade
PB Ratio,0.67,1.59,1.08,0.88,1.08,0.95,1.09,1.94,1.45,1.40,1.25,Upgrade
P/FCF Ratio,3.75,5.72,12.10,56.18,6.43,19.74,-59.70,36.23,9.23,4.72,6.80,Upgrade
P/OCF Ratio,3.73,5.69,11.92,41.16,6.21,18.22,-162.59,25.93,9.26,4.53,6.38,Upgrade
EV/Sales Ratio,3.17,4.60,-1.23,0.36,4.24,2.01,5.21,3.59,3.46,3.60,3.94,Upgrade
EV/EBITDA Ratio,7.57,11.40,-2.99,0.94,11.98,5.01,20.38,12.28,29.16,11.94,95.98,Upgrade
EV/EBIT Ratio,8.24,12.49,-3.26,1.03,13.41,5.53,23.35,13.66,41.52,13.49,612.30,Upgrade
EV/FCF Ratio,6.55,6.23,-5.69,7.52,9.63,17.99,-88.56,35.40,10.91,6.11,11.37,Upgrade
Debt / Equity Ratio,0.94,0.50,0.45,0.48,0.90,0.51,1.14,0.83,0.96,1.59,1.54,Upgrade
Debt / EBITDA Ratio,6.08,3.26,2.67,3.82,6.69,2.97,14.38,5.36,16.34,10.49,71.05,Upgrade
Debt / FCF Ratio,5.26,1.78,5.09,30.70,5.38,10.67,-62.49,15.45,6.11,5.37,8.42,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),11.20%,10.60%,11.80%,12.90%,9.30%,12.30%,5.40%,9.20%,3.50%,9.40%,0.90%,Upgrade
Return on Assets (ROA),1.10%,1.00%,1.10%,1.20%,1.00%,1.30%,0.50%,0.80%,0.30%,0.90%,0.10%,Upgrade
Return on Capital (ROIC),1.60%,1.50%,1.70%,1.50%,1.30%,1.70%,0.90%,1.20%,0.40%,1.20%,0.00%,Upgrade
Earnings Yield,16.02%,6.60%,10.89%,11.61%,8.44%,12.64%,3.40%,4.73%,2.34%,6.77%,0.77%,Upgrade
FCF Yield,26.68%,17.50%,8.27%,1.78%,15.54%,5.07%,-1.68%,2.76%,10.84%,21.19%,14.70%,Upgrade
Dividend Yield,5.85%,2.58%,3.75%,3.68%,3.43%,3.69%,1.88%,1.41%,1.67%,1.48%,1.74%,Upgrade
Payout Ratio,34.90%,37.00%,34.10%,31.60%,40.30%,28.90%,54.50%,29.50%,70.60%,21.70%,222.20%,Upgrade
Buyback Yield / Dilution,-4.03%,-2.68%,-27.10%,-37.40%,3.60%,-33.95%,-3.89%,0.41%,0.20%,1.28%,3.44%,Upgrade
Total Shareholder Return,1.82%,-0.10%,-23.35%,-33.73%,7.03%,-30.26%,-2.01%,1.82%,1.87%,2.76%,5.19%,Upgrade
