Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,124,182,332,230,326,500,512,810,839,"1,227","1,609",Upgrade
Market Cap Growth,-,-45.02%,43.97%,-29.33%,-34.87%,-2.30%,-36.78%,-3.45%,-31.61%,-23.74%,9.18%,Upgrade
Enterprise Value,437,455,558,534,601,663,584,793,843,"1,212","1,597",Upgrade
PE Ratio,-20.46,55.68,7.84,7.35,29.69,12.76,-19.22,13.33,32.78,28.28,34.46,Upgrade
PS Ratio,0.46,0.71,1.04,0.74,1.08,1.42,2.14,2.41,3.21,4.46,5.60,Upgrade
PB Ratio,2.31,2.25,3.16,2.62,7.30,8.02,2.46,2.78,2.96,4.80,5.82,Upgrade
P/FCF Ratio,7.94,8.79,2.63,3.44,25.69,4.33,40.59,6.61,9.27,12.17,24.14,Upgrade
P/OCF Ratio,5.27,6.62,2.54,2.74,22.74,4.30,33.76,6.52,9.05,11.88,23.73,Upgrade
EV/Sales Ratio,1.66,1.76,1.76,1.71,2.00,1.88,2.44,2.36,3.22,4.40,5.56,Upgrade
EV/EBITDA Ratio,31.41,18.26,7.33,9.02,11.93,7.71,58.27,8.40,17.12,16.84,20.83,Upgrade
EV/EBIT Ratio,47.07,22.13,7.82,9.66,13.10,8.20,84.57,8.70,18.41,17.63,22.12,Upgrade
EV/FCF Ratio,28.48,21.94,4.43,7.97,47.36,5.74,46.25,6.47,9.31,12.01,23.97,Upgrade
Debt / Equity Ratio,7.09,4.66,3.44,4.73,8.70,5.12,1.63,0.28,0.26,0.14,0.11,Upgrade
Debt / EBITDA Ratio,26.88,15.13,4.74,7.03,7.72,3.71,33.86,0.86,1.49,0.49,0.40,Upgrade
Debt / FCF Ratio,24.37,18.19,2.86,6.21,30.65,2.77,26.87,0.66,0.81,0.35,0.46,Upgrade
Asset Turnover,0.50,0.49,0.58,0.61,0.65,0.67,0.52,0.79,0.68,0.84,0.83,Upgrade
Return on Equity (ROE),-13.10%,4.90%,50.50%,100.20%,34.30%,38.70%,-10.10%,21.70%,9.50%,17.00%,16.80%,Upgrade
Return on Assets (ROA),-1.50%,0.60%,7.70%,6.20%,2.40%,7.50%,-5.70%,14.20%,6.70%,13.30%,13.50%,Upgrade
Return on Capital (ROIC),1.50%,3.40%,11.40%,8.90%,8.50%,16.80%,2.40%,40.10%,21.30%,37.40%,37.70%,Upgrade
Earnings Yield,-6.52%,1.80%,12.76%,13.60%,3.37%,7.84%,-5.20%,7.50%,3.05%,3.54%,2.90%,Upgrade
FCF Yield,12.59%,11.38%,37.97%,29.09%,3.89%,23.09%,2.46%,15.12%,10.79%,8.22%,4.14%,Upgrade
Dividend Yield,5.90%,4.80%,1.48%,2.00%,1.49%,1.10%,8.77%,7.13%,6.69%,4.45%,3.37%,Upgrade
Payout Ratio,-95.20%,222.20%,9.00%,12.10%,43.50%,13.70%,-168.70%,94.70%,219.50%,125.90%,116.10%,Upgrade
Buyback Yield / Dilution,0.59%,10.66%,-6.18%,4.92%,12.18%,13.83%,-0.00%,-2.80%,-2.78%,-0.65%,1.31%,Upgrade
Total Shareholder Return,6.61%,15.47%,-4.71%,6.92%,13.67%,14.94%,8.77%,4.33%,3.92%,3.80%,4.69%,Upgrade
