Year,Current,2022,2021
Market Capitalization,57,89,-
Enterprise Value,20,18,0
PE Ratio,80.60,177.13,-
PB Ratio,-18.59,90.09,-
P/FCF Ratio,-101.32,-168.23,-
P/OCF Ratio,-101.32,-168.23,-
EV/EBITDA Ratio,27.71,35.81,-96.91
EV/EBIT Ratio,27.71,35.81,-96.91
EV/FCF Ratio,-35.03,-34.01,-
Debt / Equity Ratio,-0.17,-,9.58
Debt / EBITDA Ratio,0.73,-,-96.91
Debt / FCF Ratio,-0.92,-,-
Current Ratio,11.80,28.72,1.09
Return on Equity (ROE),33.10%,9.40%,-
Return on Assets (ROA),1.10%,0.70%,-
Return on Capital (ROIC),1.20%,0.70%,-
Earnings Yield,1.24%,0.56%,-
FCF Yield,-0.99%,-0.59%,-
Buyback Yield / Dilution,-44.59%,-416.51%,-
Total Shareholder Return,-44.59%,-416.51%,-
