Year,Current,2022
Market Capitalization,158,152
Enterprise Value,159,152
PE Ratio,70.93,167.82
PB Ratio,-31.41,-41.85
P/FCF Ratio,-257.01,-294.75
P/OCF Ratio,-257.01,-294.75
EV/EBITDA Ratio,80.23,167.49
EV/EBIT Ratio,80.23,167.49
EV/FCF Ratio,-258.70,-294.16
Debt / Equity Ratio,-0.23,-
Debt / EBITDA Ratio,0.58,-
Debt / FCF Ratio,-1.90,-
Current Ratio,0.21,19.52
Return on Equity (ROE),-51.30%,-26.30%
Return on Assets (ROA),1.70%,0.80%
Return on Capital (ROIC),1.70%,0.80%
Earnings Yield,1.25%,0.60%
FCF Yield,-0.38%,-0.34%
Buyback Yield / Dilution,-189.59%,-
Total Shareholder Return,-189.59%,-
