Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,166,158,187,160,103,86,83,97,92,72,105,Upgrade
Market Cap Growth,-,-15.76%,17.05%,55.58%,19.61%,3.50%,-13.99%,5.42%,26.72%,-30.84%,-31.83%,Upgrade
Enterprise Value,205,199,307,352,193,131,195,210,183,70,85,Upgrade
PE Ratio,7.08,6.14,4.74,2.88,9.44,3.97,5.89,7.93,6.86,8.80,13.78,Upgrade
PS Ratio,0.45,0.41,0.40,0.33,0.36,0.31,0.30,0.32,0.33,0.32,0.49,Upgrade
PB Ratio,0.56,0.54,0.63,0.61,0.52,0.50,0.56,0.73,0.78,0.75,1.19,Upgrade
P/FCF Ratio,7.04,1.45,3.98,-0.93,-1.20,11.11,1.91,3.02,-3.18,-5.52,3.16,Upgrade
P/OCF Ratio,3.96,1.21,1.29,-1.23,-1.36,12.27,1.87,2.72,-3.26,-5.80,2.85,Upgrade
EV/Sales Ratio,0.56,0.51,0.65,0.73,0.68,0.47,0.70,0.69,0.65,0.31,0.39,Upgrade
EV/EBITDA Ratio,3.61,3.32,3.87,3.61,5.74,2.99,8.33,6.39,5.73,3.22,4.90,Upgrade
EV/EBIT Ratio,5.24,4.70,5.21,4.39,9.03,3.96,14.39,8.45,7.17,4.21,6.68,Upgrade
EV/FCF Ratio,8.68,1.83,6.53,-2.05,-2.24,16.96,4.49,6.55,-6.33,-5.38,2.56,Upgrade
Debt / Equity Ratio,0.47,0.55,0.84,1.13,1.11,1.09,1.06,1.15,1.11,0.30,0.21,Upgrade
Debt / EBITDA Ratio,2.44,2.70,3.17,3.06,6.48,4.27,6.72,4.64,4.11,1.33,1.06,Upgrade
Debt / FCF Ratio,5.87,1.49,5.34,-1.74,-2.53,24.22,3.63,4.75,-4.54,-2.22,0.55,Upgrade
Asset Turnover,0.25,0.26,0.31,0.32,0.24,0.27,0.28,0.37,0.37,0.35,0.35,Upgrade
Return on Equity (ROE),8.30%,9.10%,13.70%,23.90%,6.00%,12.80%,10.10%,9.90%,12.30%,8.80%,8.90%,Upgrade
Return on Assets (ROA),1.60%,1.70%,2.60%,3.60%,0.90%,2.10%,1.40%,1.50%,1.80%,1.30%,1.20%,Upgrade
Return on Capital (ROIC),2.60%,2.70%,3.60%,4.60%,1.70%,3.00%,1.30%,2.90%,3.30%,2.60%,2.20%,Upgrade
Earnings Yield,14.28%,16.28%,21.10%,34.75%,10.59%,25.22%,16.99%,12.62%,14.57%,11.36%,7.26%,Upgrade
FCF Yield,14.21%,68.74%,25.10%,-107.03%,-83.58%,9.00%,52.28%,33.14%,-31.48%,-18.10%,31.68%,Upgrade
Dividend Yield,-,-,-,-,4.37%,6.58%,-,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,16.90%,37.30%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.50%,-1.11%,-1.18%,-1.27%,-0.48%,-0.29%,-1.42%,-1.18%,-1.08%,47.51%,-12.62%,Upgrade
Total Shareholder Return,-0.50%,-1.11%,-1.18%,-1.27%,-0.48%,4.08%,5.16%,-1.18%,-1.08%,47.51%,-12.62%,Upgrade
