Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"4,581","5,780","5,593","5,130","2,927","2,190","2,553","2,117","1,742","1,619","1,601",Upgrade
Market Cap Growth,-,3.34%,9.04%,75.25%,33.67%,-14.23%,20.61%,21.48%,7.61%,1.12%,163.52%,Upgrade
Enterprise Value,"4,421","5,416",-20,"1,690","3,353","2,318","2,679","2,111","1,390","1,524","1,435",Upgrade
PE Ratio,8.57,11.65,11.76,42.52,15.70,12.24,29.16,20.90,17.52,21.78,33.46,Upgrade
PS Ratio,2.82,3.70,3.60,5.69,4.61,3.39,4.75,4.82,3.98,3.91,4.92,Upgrade
PB Ratio,0.87,1.14,1.17,1.10,1.23,0.93,1.11,1.87,1.65,1.64,1.63,Upgrade
P/FCF Ratio,2.83,3.32,12.76,9.39,16.85,7.73,13.97,18.85,10.15,15.21,7.00,Upgrade
P/OCF Ratio,2.83,3.34,13.46,9.55,16.17,7.72,12.90,15.34,9.32,13.65,6.61,Upgrade
EV/Sales Ratio,2.72,3.47,-0.01,1.87,5.28,3.59,4.99,4.81,3.18,3.68,4.41,Upgrade
EV/EBITDA Ratio,5.91,7.76,-0.03,11.24,12.72,8.92,13.56,12.02,8.09,11.49,15.59,Upgrade
EV/EBIT Ratio,6.45,8.55,-0.03,16.26,14.55,10.33,15.87,13.71,9.24,13.68,19.25,Upgrade
EV/FCF Ratio,2.73,3.11,-0.05,3.09,19.30,8.18,14.66,18.81,8.10,14.32,6.28,Upgrade
Debt / Equity Ratio,0.35,0.19,0.23,0.25,0.47,0.23,0.22,0.33,0.32,0.33,0.32,Upgrade
Debt / EBITDA Ratio,2.45,1.36,1.66,7.78,4.23,2.06,2.55,2.10,2.00,2.43,3.40,Upgrade
Debt / FCF Ratio,1.13,0.55,2.53,2.14,6.42,1.89,2.75,3.29,2.00,3.03,1.37,Upgrade
Asset Turnover,0.04,0.03,0.04,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),10.60%,9.80%,10.00%,3.00%,7.90%,7.60%,4.90%,9.10%,9.60%,7.70%,6.40%,Upgrade
Return on Assets (ROA),1.20%,1.10%,1.20%,0.40%,1.20%,1.20%,0.70%,1.20%,1.20%,0.90%,0.70%,Upgrade
Return on Capital (ROIC),1.70%,1.60%,1.80%,0.40%,1.50%,1.60%,1.50%,1.90%,2.00%,1.50%,1.20%,Upgrade
Earnings Yield,11.69%,8.58%,8.50%,2.35%,6.37%,8.17%,3.43%,4.78%,5.71%,4.59%,2.99%,Upgrade
FCF Yield,35.38%,30.10%,7.84%,10.65%,5.93%,12.94%,7.16%,5.30%,9.85%,6.57%,14.28%,Upgrade
Dividend Yield,3.31%,3.23%,2.43%,2.02%,1.99%,2.32%,1.55%,1.38%,1.36%,1.22%,0.93%,Upgrade
Payout Ratio,35.20%,37.30%,28.40%,85.50%,30.90%,28.20%,44.70%,28.70%,23.60%,26.40%,30.70%,Upgrade
Buyback Yield / Dilution,-5.93%,-6.05%,-28.74%,-58.24%,5.38%,-22.91%,-23.55%,0.02%,-0.29%,-20.31%,-35.69%,Upgrade
Total Shareholder Return,-2.62%,-2.83%,-26.31%,-56.22%,7.37%,-20.59%,-22.00%,1.41%,1.07%,-19.08%,-34.76%,Upgrade
