Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Market Capitalization,753,769,812,661,668,396,314,150,99,77,72,Upgrade
Market Cap Growth,-,-5.25%,22.81%,-1.06%,68.92%,25.98%,109.30%,51.37%,28.57%,7.64%,144.50%,Upgrade
Enterprise Value,833,909,43,366,801,402,336,167,178,132,95,Upgrade
PE Ratio,9.48,12.22,12.65,12.59,15.27,18.63,29.57,15.52,11.72,12.33,16.99,Upgrade
PS Ratio,3.33,3.68,4.15,3.90,4.61,3.83,4.30,2.95,2.24,1.94,2.08,Upgrade
PB Ratio,0.84,1.19,1.20,1.02,1.23,1.09,1.41,0.97,0.96,0.80,0.84,Upgrade
P/FCF Ratio,13.08,10.23,9.16,13.71,18.15,14.41,18.55,28.25,13.64,12.54,4.15,Upgrade
P/OCF Ratio,10.53,8.54,8.48,12.91,14.95,12.56,14.54,18.71,13.13,10.92,3.98,Upgrade
EV/Sales Ratio,3.69,4.34,0.22,2.16,5.52,3.89,4.61,3.28,4.04,3.32,2.75,Upgrade
EV/EBITDA Ratio,9.22,10.00,0.45,4.85,12.97,12.85,16.43,10.23,12.47,11.77,11.60,Upgrade
EV/EBIT Ratio,10.63,11.55,0.53,5.80,14.19,14.89,19.15,11.90,14.86,14.61,15.16,Upgrade
EV/FCF Ratio,14.45,12.08,0.49,7.59,21.75,14.66,19.88,31.49,24.56,21.52,5.49,Upgrade
Debt / Equity Ratio,0.46,0.44,0.22,0.41,0.55,0.46,0.51,0.51,1.17,1.04,0.73,Upgrade
Debt / EBITDA Ratio,4.57,3.14,1.59,3.55,4.88,5.30,5.59,4.85,8.43,8.88,7.64,Upgrade
Debt / FCF Ratio,7.16,3.79,1.70,5.55,8.19,6.05,6.76,14.94,16.60,16.23,3.61,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),9.20%,10.40%,9.70%,8.50%,9.00%,7.10%,6.00%,8.00%,8.40%,6.80%,5.00%,Upgrade
Return on Assets (ROA),0.90%,1.00%,1.10%,1.10%,1.20%,0.80%,0.60%,0.80%,0.70%,0.60%,0.50%,Upgrade
Return on Capital (ROIC),1.20%,1.30%,1.70%,1.40%,1.60%,1.10%,1.00%,1.10%,1.10%,0.90%,0.70%,Upgrade
Earnings Yield,8.28%,8.18%,7.90%,7.94%,6.55%,5.37%,3.38%,6.44%,8.53%,8.11%,5.89%,Upgrade
FCF Yield,7.65%,9.78%,10.91%,7.29%,5.51%,6.94%,5.39%,3.54%,7.33%,7.97%,24.09%,Upgrade
Dividend Yield,3.38%,2.31%,1.50%,1.36%,0.87%,0.66%,0.44%,0.55%,0.82%,1.03%,1.07%,Upgrade
Payout Ratio,30.20%,25.90%,19.00%,16.60%,12.10%,12.30%,13.40%,8.10%,9.10%,11.80%,14.00%,Upgrade
Buyback Yield / Dilution,-51.64%,-14.31%,1.80%,-13.81%,-43.86%,-42.43%,-68.30%,-0.95%,-1.72%,-4.01%,-64.28%,Upgrade
Total Shareholder Return,-48.26%,-12.00%,3.31%,-12.45%,-42.98%,-41.76%,-67.86%,-0.40%,-0.90%,-2.98%,-63.21%,Upgrade
