Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,451","5,198","12,335","9,723","11,703","10,960","16,821","15,147","12,438","14,982","13,542",Upgrade
Market Cap Growth,-,-57.86%,26.86%,-16.92%,6.78%,-34.84%,11.06%,21.78%,-16.98%,10.63%,90.12%,Upgrade
Enterprise Value,"6,173","8,310","16,348","14,697","15,507","14,454","20,537","17,770","14,845","16,583","16,999",Upgrade
PE Ratio,-1.17,-2.32,6.54,19.49,13.21,6.68,8.09,12.71,10.78,9.89,10.89,Upgrade
PS Ratio,0.19,0.28,0.62,0.56,0.68,0.67,1.18,1.14,0.92,1.11,1.13,Upgrade
PB Ratio,0.51,1.02,0.59,0.43,0.59,0.76,0.97,1.05,0.91,0.95,1.01,Upgrade
P/FCF Ratio,1.38,1.29,73.42,18.21,-4.36,5.64,21.35,11.91,5.55,5.93,16.95,Upgrade
P/OCF Ratio,1.38,1.29,73.42,18.21,-4.36,5.64,21.35,11.91,5.55,5.93,16.95,Upgrade
EV/Sales Ratio,0.34,0.44,0.82,0.84,0.90,0.88,1.44,1.33,1.09,1.22,1.42,Upgrade
EV/EBITDA Ratio,-1.72,-3.26,6.49,20.79,12.46,6.62,14.85,9.93,8.72,7.32,8.97,Upgrade
EV/EBIT Ratio,-1.72,-3.26,6.49,20.79,12.46,6.62,14.85,9.93,8.72,7.32,8.97,Upgrade
EV/FCF Ratio,2.46,2.06,97.31,27.52,-5.77,7.44,26.06,13.97,6.62,6.56,21.28,Upgrade
Debt / Equity Ratio,0.96,1.27,0.32,0.29,0.32,0.41,0.31,0.37,0.41,0.35,0.43,Upgrade
Debt / EBITDA Ratio,-1.71,-2.53,2.63,9.45,5.11,2.68,3.86,2.99,3.26,2.44,3.07,Upgrade
Debt / FCF Ratio,2.58,1.60,39.43,12.51,-2.37,3.01,6.78,4.20,2.48,2.19,7.29,Upgrade
Asset Turnover,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,Upgrade
Return on Equity (ROE),-56.00%,-28.70%,9.10%,2.40%,4.80%,10.80%,12.90%,7.80%,7.80%,9.90%,9.00%,Upgrade
Return on Assets (ROA),-1.00%,-0.70%,0.50%,0.10%,0.30%,0.60%,0.80%,0.50%,0.50%,0.60%,0.50%,Upgrade
Return on Capital (ROIC),-1.10%,-0.70%,0.70%,0.20%,0.40%,0.70%,0.50%,0.70%,0.70%,0.90%,0.80%,Upgrade
Earnings Yield,-93.89%,-43.11%,15.30%,5.13%,7.57%,14.97%,12.36%,7.87%,9.28%,10.11%,9.19%,Upgrade
FCF Yield,72.41%,77.64%,1.36%,5.49%,-22.95%,17.73%,4.68%,8.40%,18.03%,16.86%,5.90%,Upgrade
Dividend Yield,8.85%,5.86%,2.46%,3.18%,2.51%,2.57%,1.51%,1.51%,1.59%,1.11%,0.93%,Upgrade
Payout Ratio,-9.40%,-13.70%,16.70%,62.00%,33.60%,17.40%,12.40%,19.60%,17.40%,11.00%,10.30%,Upgrade
Buyback Yield / Dilution,1.88%,6.36%,6.50%,2.55%,7.15%,2.39%,4.26%,7.64%,4.74%,0.97%,4.61%,Upgrade
Total Shareholder Return,11.16%,12.22%,8.96%,5.73%,9.66%,4.96%,5.77%,9.15%,6.33%,2.08%,5.54%,Upgrade
