Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,029",906,"2,026","1,516","2,257","2,279","1,830","1,975","1,668","1,425","1,238",Upgrade
Market Cap Growth,-,-55.28%,33.70%,-32.84%,-0.98%,24.56%,-7.34%,18.39%,17.08%,15.10%,46.70%,Upgrade
Enterprise Value,"1,456","1,321","2,434","1,921","2,803","2,720","2,234","2,256","1,914","1,722","1,484",Upgrade
PE Ratio,-4.70,-4.88,-533.28,-25.82,-160.05,39.99,36.38,13.46,10.22,7.78,8.64,Upgrade
PS Ratio,0.62,0.52,0.95,0.80,1.15,1.27,1.03,1.25,1.11,0.93,0.84,Upgrade
PB Ratio,0.83,0.74,1.17,0.82,1.28,1.31,1.01,1.10,1.00,0.87,0.79,Upgrade
P/FCF Ratio,9.09,19.24,17.22,29.32,14.76,8.45,13.61,13.17,6.31,15.57,-47.07,Upgrade
P/OCF Ratio,8.57,17.03,20.33,21.08,12.35,7.55,11.09,10.85,5.89,10.92,-6189.15,Upgrade
EV/Sales Ratio,0.87,0.75,1.14,1.02,1.43,1.51,1.26,1.43,1.27,1.12,1.01,Upgrade
EV/EBITDA Ratio,-7.61,-9.58,34.62,140.25,45.66,21.80,22.03,9.52,8.14,6.31,6.20,Upgrade
EV/EBIT Ratio,-6.99,-8.45,90.47,-98.53,82.21,29.28,33.05,11.20,9.74,7.30,7.42,Upgrade
EV/FCF Ratio,12.84,28.06,20.68,37.16,18.33,10.09,16.62,15.05,7.24,18.82,-56.42,Upgrade
Debt / Equity Ratio,0.37,0.38,0.32,0.30,0.39,0.33,0.32,0.21,0.22,0.23,0.26,Upgrade
Debt / EBITDA Ratio,-2.42,-3.38,7.87,40.47,11.15,4.65,5.73,1.55,1.56,1.39,1.68,Upgrade
Debt / FCF Ratio,4.08,9.88,4.70,10.73,4.48,2.15,4.32,2.45,1.39,4.14,-15.34,Upgrade
Asset Turnover,0.18,0.18,0.21,0.18,0.19,0.19,0.21,0.22,0.23,0.24,0.22,Upgrade
Return on Equity (ROE),-16.60%,-13.20%,-0.20%,-3.30%,-0.80%,3.20%,2.70%,8.40%,9.80%,11.30%,9.30%,Upgrade
Return on Assets (ROA),-2.30%,-1.90%,0.00%,-0.60%,-0.10%,0.60%,0.60%,2.10%,2.50%,2.90%,2.20%,Upgrade
Return on Capital (ROIC),-2.10%,-1.50%,0.30%,-0.20%,0.30%,1.00%,0.80%,2.80%,3.00%,3.70%,3.00%,Upgrade
Earnings Yield,-21.20%,-20.49%,-0.19%,-3.87%,-0.62%,2.50%,2.75%,7.43%,9.78%,12.86%,11.57%,Upgrade
FCF Yield,11.00%,5.20%,5.81%,3.41%,6.78%,11.83%,7.34%,7.59%,15.84%,6.42%,-2.12%,Upgrade
Dividend Yield,3.18%,4.79%,2.13%,2.83%,1.88%,1.64%,1.82%,1.31%,1.37%,1.62%,1.32%,Upgrade
Payout Ratio,-14.90%,-23.40%,-1127.30%,-72.90%,-302.40%,64.30%,64.30%,17.30%,13.70%,12.40%,11.00%,Upgrade
Buyback Yield / Dilution,-0.60%,-0.47%,-0.58%,-1.20%,1.36%,1.96%,0.29%,1.72%,2.33%,4.71%,-7.00%,Upgrade
Total Shareholder Return,2.58%,4.31%,1.55%,1.64%,3.24%,3.60%,2.10%,3.03%,3.70%,6.33%,-5.68%,Upgrade
