Year,Current,2022,2021
Market Capitalization,82,106,-
Enterprise Value,82,106,0
PE Ratio,-301.91,-301.91,-
PB Ratio,-38.47,-38.47,-
P/FCF Ratio,-330.47,-330.47,-
P/OCF Ratio,-330.47,-330.47,-
EV/EBITDA Ratio,-299.89,-299.89,-82.37
EV/EBIT Ratio,-299.89,-299.89,-82.37
EV/FCF Ratio,-328.26,-328.26,-82.37
Debt / Equity Ratio,-,-,9.99
Debt / EBITDA Ratio,-,-,-82.37
Debt / FCF Ratio,-,-,-82.37
Current Ratio,1.05,1.05,1.10
Return on Equity (ROE),21.20%,21.20%,-
Return on Assets (ROA),-0.60%,-0.60%,-
Return on Capital (ROIC),-0.60%,-0.60%,-
Earnings Yield,-0.43%,-0.33%,-
FCF Yield,-0.39%,-0.30%,-
Buyback Yield / Dilution,-345.31%,-345.31%,-
Total Shareholder Return,-345.31%,-345.31%,-
