Year,Current,2022,2020
Market Capitalization,658,139,220
Market Cap Growth,-,-37.10%,-
Enterprise Value,622,120,220
PE Ratio,-20.57,-3.55,-63323.07
PB Ratio,1.84,0.40,-63323.07
P/FCF Ratio,-3.87,-0.56,-
P/OCF Ratio,-85.47,-6.63,-
EV/EBITDA Ratio,-68.54,-3.76,-63414.18
EV/EBIT Ratio,-22.10,-3.23,-63323.07
EV/FCF Ratio,-3.79,-0.48,-
Debt / Equity Ratio,0.06,0.06,-
Debt / EBITDA Ratio,-2.35,-0.64,-
Debt / FCF Ratio,-0.13,-0.08,-
Current Ratio,1.10,1.18,0
Return on Equity (ROE),-8.10%,-11.30%,-
Return on Assets (ROA),-7.10%,-10.20%,-
Return on Capital (ROIC),-7.20%,-11.50%,-
Earnings Yield,-4.45%,-28.17%,-0.00%
FCF Yield,-23.65%,-179.52%,-
Buyback Yield / Dilution,0.61%,-1055.73%,-
Total Shareholder Return,0.61%,-1055.73%,-
