Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"19,312","25,039","19,763","16,332","22,400","20,089","25,737","24,254","16,152","16,596","15,161",Upgrade
Market Cap Growth,-,26.70%,21.01%,-27.09%,11.50%,-21.94%,6.11%,50.16%,-2.67%,9.46%,20.28%,Upgrade
Enterprise Value,"9,646","6,080","-19,914","-4,443","20,822","23,222","27,553","27,590","19,976","17,951","17,207",Upgrade
PE Ratio,8.68,13.24,11.12,12.77,12.11,10.94,19.39,19.82,16.35,16.96,14.27,Upgrade
PS Ratio,2.27,3.27,3.26,3.17,3.72,3.47,4.71,4.75,3.59,3.83,3.48,Upgrade
PB Ratio,0.76,0.99,1.10,1.01,1.43,1.30,1.58,1.47,1.00,1.35,1.34,Upgrade
P/FCF Ratio,5.58,5.74,7.70,26.47,10.28,10.08,9.52,22.55,9.73,16.18,18.89,Upgrade
P/OCF Ratio,5.21,5.47,7.28,20.69,9.50,9.61,9.25,20.50,9.27,15.10,16.26,Upgrade
EV/Sales Ratio,1.13,0.79,-3.28,-0.86,3.46,4.01,5.04,5.40,4.44,4.14,3.95,Upgrade
EV/EBITDA Ratio,2.82,2.06,-7.38,-2.20,7.52,8.91,11.29,12.73,11.36,10.24,9.09,Upgrade
EV/EBIT Ratio,3.26,2.42,-8.39,-2.62,8.44,9.57,12.28,14.03,12.62,11.55,10.18,Upgrade
EV/FCF Ratio,2.78,1.39,-7.76,-7.20,9.55,11.66,10.19,25.65,12.03,17.50,21.43,Upgrade
Debt / Equity Ratio,0.57,0.30,0.20,0.27,0.45,0.83,0.51,0.59,0.79,0.75,0.47,Upgrade
Debt / EBITDA Ratio,4.23,2.55,1.31,2.20,2.55,4.93,3.41,4.46,7.27,5.25,2.84,Upgrade
Debt / FCF Ratio,4.17,1.72,1.38,7.20,3.23,6.45,3.08,8.98,7.70,8.97,6.69,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),8.80%,8.00%,10.40%,8.00%,11.80%,11.80%,8.20%,7.50%,7.30%,8.00%,9.80%,Upgrade
Return on Assets (ROA),1.10%,1.00%,1.20%,0.90%,1.50%,1.50%,1.10%,1.00%,0.90%,1.00%,1.30%,Upgrade
Return on Capital (ROIC),1.70%,1.60%,2.10%,1.40%,2.10%,2.10%,1.90%,1.60%,1.50%,1.70%,2.10%,Upgrade
Earnings Yield,11.53%,7.55%,8.99%,7.83%,8.26%,9.14%,5.16%,5.04%,6.11%,5.90%,7.01%,Upgrade
FCF Yield,17.94%,17.41%,12.98%,3.78%,9.73%,9.92%,10.50%,4.44%,10.28%,6.18%,5.29%,Upgrade
Dividend Yield,4.34%,3.31%,2.93%,3.46%,2.42%,2.48%,1.75%,1.79%,2.31%,2.23%,2.41%,Upgrade
Payout Ratio,37.50%,41.40%,32.60%,44.30%,29.80%,27.80%,34.40%,35.90%,38.80%,37.50%,33.90%,Upgrade
Buyback Yield / Dilution,-30.08%,-34.14%,-0.31%,2.78%,5.98%,6.75%,2.92%,-16.32%,-0.89%,-1.45%,-1.74%,Upgrade
Total Shareholder Return,-25.74%,-30.83%,2.62%,6.24%,8.40%,9.23%,4.68%,-14.53%,1.42%,0.78%,0.67%,Upgrade
