Year,Current,2022,2021
Market Capitalization,257,251,243
Market Cap Growth,-,3.30%,-
Enterprise Value,257,250,241
PE Ratio,39.58,38.46,60.16
PB Ratio,-25.44,-25.44,-18.00
P/FCF Ratio,-385.01,-385.01,-510.49
P/OCF Ratio,-385.01,-385.01,-510.49
EV/EBITDA Ratio,39.39,38.37,59.86
EV/EBIT Ratio,39.39,38.37,59.86
EV/FCF Ratio,-384.12,-384.12,-507.91
Current Ratio,0.24,0.24,3.23
Return on Equity (ROE),-65.20%,-65.20%,-59.20%
Return on Assets (ROA),3.20%,3.20%,4.00%
Return on Capital (ROIC),3.30%,3.30%,4.00%
Earnings Yield,2.53%,2.60%,1.66%
FCF Yield,-0.25%,-0.26%,-0.20%
Buyback Yield / Dilution,-41.85%,-41.85%,-
Total Shareholder Return,-41.85%,-41.85%,-
