Year,Current,2022,2021
Market Capitalization,147,501,496
Market Cap Growth,-,1.11%,-
Enterprise Value,146,501,495
PE Ratio,15.04,14.99,-248.73
PB Ratio,-32.30,-32.30,-10.92
P/FCF Ratio,-0.24,-0.24,-0.31
P/OCF Ratio,-0.24,-0.24,-0.31
EV/EBITDA Ratio,4.26,14.59,-248.24
EV/EBIT Ratio,4.26,14.59,-248.24
EV/FCF Ratio,-0.24,-0.24,-0.30
Current Ratio,0.40,0.40,0.23
Return on Equity (ROE),-194.10%,-194.10%,4.40%
Return on Assets (ROA),8.30%,8.30%,-0.50%
Return on Capital (ROIC),8.60%,8.60%,-0.50%
Earnings Yield,22.81%,6.67%,-0.40%
FCF Yield,-1435.59%,-419.88%,-327.26%
Buyback Yield / Dilution,-17.21%,-17.21%,-
Total Shareholder Return,-17.21%,-17.21%,-
