Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Market Capitalization,781,"1,100","1,035",877,950,693,810,803,442,403,374,Upgrade
Market Cap Growth,-,6.28%,18.04%,-7.69%,37.02%,-14.44%,0.92%,81.47%,9.71%,7.71%,36.45%,Upgrade
Enterprise Value,891,"1,185",790,725,"1,195",973,"1,015",996,664,567,455,Upgrade
PE Ratio,8.30,13.44,12.30,14.09,16.04,14.90,19.92,22.82,14.71,14.23,14.73,Upgrade
PS Ratio,3.02,4.34,4.56,4.56,5.12,4.63,6.23,6.39,4.30,4.11,4.08,Upgrade
PB Ratio,1.29,1.97,1.55,1.40,1.66,1.51,2.22,2.43,1.75,1.76,1.87,Upgrade
P/FCF Ratio,8.72,10.76,10.55,9.82,16.48,14.57,18.54,21.88,14.92,12.06,9.82,Upgrade
P/OCF Ratio,8.20,9.99,10.26,9.49,14.56,11.12,14.76,19.15,14.15,11.06,8.98,Upgrade
EV/Sales Ratio,3.45,4.68,3.48,3.77,6.45,6.50,7.81,7.92,6.44,5.78,4.96,Upgrade
EV/EBITDA Ratio,7.16,10.84,7.08,8.59,14.97,15.63,17.84,18.64,14.45,12.53,11.01,Upgrade
EV/EBIT Ratio,7.77,11.94,7.69,9.67,16.78,17.36,19.44,20.27,15.93,14.03,12.34,Upgrade
EV/FCF Ratio,9.96,11.59,8.05,8.13,20.75,20.45,23.23,27.15,22.38,16.95,11.94,Upgrade
Debt / Equity Ratio,0.32,0.36,0.23,0.31,0.61,0.82,0.75,0.78,1.08,0.90,0.70,Upgrade
Debt / EBITDA Ratio,1.53,1.86,1.36,2.30,4.38,6.05,4.84,4.83,5.95,4.56,3.41,Upgrade
Debt / FCF Ratio,2.13,1.99,1.55,2.18,6.07,7.91,6.30,7.04,9.22,6.16,3.69,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),16.80%,14.40%,13.00%,10.30%,11.20%,11.90%,11.40%,10.60%,12.30%,13.00%,13.50%,Upgrade
Return on Assets (ROA),1.50%,1.30%,1.60%,1.30%,1.40%,1.40%,1.30%,1.20%,1.30%,1.30%,1.20%,Upgrade
Return on Capital (ROIC),1.90%,1.70%,2.00%,1.60%,1.70%,1.50%,1.60%,1.60%,1.70%,1.70%,1.70%,Upgrade
Earnings Yield,11.98%,7.44%,8.13%,7.10%,6.24%,6.71%,5.02%,4.38%,6.80%,7.03%,6.79%,Upgrade
FCF Yield,11.47%,9.29%,9.48%,10.18%,6.07%,6.86%,5.39%,4.57%,6.70%,8.29%,10.18%,Upgrade
Dividend Yield,3.64%,2.47%,2.15%,2.30%,1.91%,2.16%,1.46%,1.37%,2.04%,2.10%,2.11%,Upgrade
Payout Ratio,29.60%,33.10%,26.50%,32.50%,29.70%,30.20%,29.20%,30.60%,30.00%,29.80%,30.10%,Upgrade
Buyback Yield / Dilution,-0.24%,-11.07%,-0.20%,0.64%,-6.82%,-8.85%,-0.19%,-14.93%,-0.49%,-0.31%,-4.27%,Upgrade
Total Shareholder Return,3.40%,-8.60%,1.95%,2.93%,-4.91%,-6.69%,1.27%,-13.56%,1.55%,1.79%,-2.15%,Upgrade
