Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1992
Market Capitalization,"111,382","110,404","126,717","97,357","101,867","81,428","86,201","67,802","68,454","96,266","97,196",Upgrade
Market Cap Growth,-,-12.87%,30.16%,-4.43%,25.10%,-5.54%,27.14%,-0.95%,-28.89%,-0.96%,51.11%,Upgrade
Enterprise Value,"112,330","120,411","145,607","109,222","141,698","115,506","112,356","95,165","98,565","135,413","138,061",Upgrade
PE Ratio,15.59,14.69,15.72,31.06,15.07,11.77,31.37,12.61,13.26,16.36,18.14,Upgrade
PS Ratio,2.12,2.18,2.89,3.11,2.55,2.20,2.53,2.03,2.22,3.00,3.13,Upgrade
PB Ratio,4.24,4.47,5.71,4.24,4.42,3.65,4.72,3.31,3.31,4.66,4.99,Upgrade
P/FCF Ratio,7.33,5.74,9.68,23.67,8.50,10.69,6.91,9.80,7.31,9.83,12.89,Upgrade
P/OCF Ratio,6.56,5.24,8.65,17.41,7.47,9.12,6.37,8.18,6.39,8.76,11.37,Upgrade
EV/Sales Ratio,2.15,2.38,3.32,3.48,3.54,3.12,3.29,2.85,3.20,4.21,4.45,Upgrade
EV/EBITDA Ratio,10.53,10.74,11.76,18.71,14.73,12.27,12.85,10.42,10.97,13.54,15.50,Upgrade
EV/EBIT Ratio,12.43,12.56,13.62,25.42,16.81,14.22,15.13,11.83,12.42,15.06,17.50,Upgrade
EV/FCF Ratio,7.46,6.26,11.12,26.56,11.82,15.16,9.00,13.76,10.52,13.82,18.31,Upgrade
Debt / Equity Ratio,1.65,1.78,1.85,1.95,2.79,2.76,3.24,2.56,2.56,2.97,3.10,Upgrade
Debt / EBITDA Ratio,4.02,3.92,3.30,7.68,6.68,6.53,6.76,5.75,5.89,6.14,6.77,Upgrade
Debt / FCF Ratio,2.85,2.28,3.12,10.90,5.36,8.07,4.73,7.60,5.65,6.27,8.00,Upgrade
Asset Turnover,0.24,0.24,0.23,0.17,0.20,0.20,0.20,0.21,0.20,0.21,0.20,Upgrade
Return on Equity (ROE),29.60%,31.90%,33.40%,14.40%,29.60%,32.90%,13.50%,25.90%,24.10%,29.00%,27.80%,Upgrade
Return on Assets (ROA),3.30%,3.60%,4.30%,1.70%,3.40%,3.70%,1.60%,3.40%,3.30%,3.80%,3.50%,Upgrade
Return on Capital (ROIC),3.90%,4.30%,5.40%,2.10%,3.60%,3.80%,3.80%,4.40%,4.20%,4.70%,4.20%,Upgrade
Earnings Yield,6.56%,6.81%,6.36%,3.22%,6.64%,8.50%,3.19%,7.93%,7.54%,6.11%,5.51%,Upgrade
FCF Yield,13.65%,17.41%,10.33%,4.22%,11.77%,9.36%,14.48%,10.20%,13.68%,10.17%,7.76%,Upgrade
Dividend Yield,1.44%,1.36%,1.07%,1.42%,1.30%,1.52%,1.35%,1.64%,1.61%,1.07%,0.96%,Upgrade
Payout Ratio,21.80%,20.20%,17.10%,45.60%,20.00%,18.20%,43.70%,21.10%,21.70%,17.60%,17.50%,Upgrade
Buyback Yield / Dilution,1.85%,4.81%,1.99%,2.89%,3.38%,3.05%,5.24%,6.78%,4.57%,3.49%,4.56%,Upgrade
Total Shareholder Return,3.30%,6.17%,3.06%,4.32%,4.68%,4.57%,6.59%,8.42%,6.18%,4.56%,5.52%,Upgrade
