Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,136","1,850","2,027","1,378","1,254","1,016","1,222","1,188",776,719,642,Upgrade
Market Cap Growth,-,-8.76%,47.16%,9.89%,23.38%,-16.83%,2.85%,53.16%,7.82%,12.02%,52.03%,Upgrade
Enterprise Value,"1,183","2,017","1,419","1,213","1,324","1,076","1,227","1,282",865,820,872,Upgrade
PE Ratio,10.62,17.82,21.18,16.34,14.40,12.64,21.31,22.81,16.73,16.42,16.53,Upgrade
PS Ratio,4.78,7.86,9.14,7.06,6.37,5.49,7.23,7.91,5.64,5.44,5.30,Upgrade
PB Ratio,1.89,3.25,2.88,2.10,2.10,1.95,2.61,2.78,1.97,1.99,2.00,Upgrade
P/FCF Ratio,7.93,11.24,18.84,16.77,13.62,10.43,18.05,22.67,16.39,14.97,11.58,Upgrade
P/OCF Ratio,7.62,10.92,17.82,15.79,12.53,9.68,15.82,19.10,13.90,13.23,10.20,Upgrade
EV/Sales Ratio,4.98,8.57,6.40,6.22,6.73,5.81,7.26,8.53,6.30,6.20,7.20,Upgrade
EV/EBITDA Ratio,9.02,15.37,11.49,11.04,11.69,10.28,12.95,15.74,11.86,11.78,14.19,Upgrade
EV/EBIT Ratio,9.46,16.11,12.08,11.68,12.33,10.87,13.69,16.60,12.51,12.39,14.93,Upgrade
EV/FCF Ratio,8.26,12.26,13.19,14.77,14.39,11.04,18.13,24.46,18.29,17.07,15.72,Upgrade
Debt / Equity Ratio,0.33,0.52,0.11,0.13,0.28,0.53,0.39,0.61,0.43,0.53,0.91,Upgrade
Debt / EBITDA Ratio,1.53,2.26,0.61,0.78,1.50,2.64,1.92,3.20,2.34,2.75,4.77,Upgrade
Debt / FCF Ratio,1.40,1.81,0.70,1.04,1.85,2.84,2.68,4.98,3.61,3.98,5.28,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),18.60%,18.40%,14.10%,13.40%,15.20%,16.20%,12.60%,12.40%,12.20%,12.60%,12.40%,Upgrade
Return on Assets (ROA),1.60%,1.60%,1.50%,1.50%,1.80%,1.70%,1.30%,1.30%,1.30%,1.30%,1.30%,Upgrade
Return on Capital (ROIC),2.00%,2.00%,2.00%,1.90%,2.20%,2.10%,2.00%,1.90%,1.90%,1.90%,1.80%,Upgrade
Earnings Yield,9.19%,5.61%,4.72%,6.12%,6.94%,7.91%,4.69%,4.38%,5.98%,6.09%,6.05%,Upgrade
FCF Yield,12.60%,8.89%,5.31%,5.96%,7.34%,9.59%,5.54%,4.41%,6.10%,6.68%,8.64%,Upgrade
Dividend Yield,3.99%,2.22%,1.72%,2.23%,2.38%,2.79%,1.79%,1.56%,2.05%,1.91%,1.48%,Upgrade
Payout Ratio,40.60%,39.30%,36.20%,36.30%,34.10%,34.60%,37.30%,35.00%,33.90%,30.90%,24.20%,Upgrade
Buyback Yield / Dilution,-0.20%,-0.36%,-0.18%,0.72%,-0.12%,-0.25%,-0.80%,-0.85%,-0.29%,-0.88%,-0.92%,Upgrade
Total Shareholder Return,3.78%,1.86%,1.54%,2.95%,2.26%,2.53%,0.99%,0.71%,1.76%,1.03%,0.56%,Upgrade
