Year,Current,2022,2021
Market Capitalization,228,222,219
Market Cap Growth,-,1.75%,-
Enterprise Value,227,222,218
PE Ratio,92.00,89.30,-85.36
PB Ratio,-19.03,-19.03,-15.71
P/FCF Ratio,-310.09,-310.09,-236.63
P/OCF Ratio,-310.09,-310.09,-236.63
EV/EBITDA Ratio,76.85,75.10,-85.08
EV/EBIT Ratio,76.85,75.10,-85.08
EV/FCF Ratio,-309.02,-309.02,-235.85
Current Ratio,2.10,2.10,7.37
Return on Equity (ROE),-21.50%,-21.50%,37.30%
Return on Assets (ROA),1.50%,1.50%,-3.00%
Return on Capital (ROIC),1.70%,1.70%,-3.00%
Earnings Yield,1.09%,1.12%,-1.17%
FCF Yield,-0.32%,-0.32%,-0.42%
Buyback Yield / Dilution,-66.51%,-66.51%,-
Total Shareholder Return,-66.51%,-66.51%,-
