Year,Current,2022,2021
Market Capitalization,444,429,418
Market Cap Growth,-,2.68%,-
Enterprise Value,444,429,417
PE Ratio,33.13,30.18,47.90
PB Ratio,-32.14,-28.78,-17.24
P/FCF Ratio,-494.50,-391.51,-222.73
P/OCF Ratio,-494.50,-391.51,-222.73
EV/EBITDA Ratio,33.36,30.17,47.76
EV/EBIT Ratio,33.36,30.17,47.76
EV/FCF Ratio,-494.65,-391.44,-222.10
Debt / Equity Ratio,-0.01,-,-
Debt / EBITDA Ratio,0.01,-,-
Debt / FCF Ratio,-0.17,-,-
Current Ratio,1.82,3.32,11.19
Return on Equity (ROE),-90.20%,-89.20%,-66.00%
Return on Assets (ROA),3.80%,4.10%,5.00%
Return on Capital (ROIC),3.80%,4.10%,5.00%
Earnings Yield,3.00%,3.31%,2.09%
FCF Yield,-0.20%,-0.26%,-0.45%
Buyback Yield / Dilution,-67.11%,-,
Total Shareholder Return,-67.11%,-,
