Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"7,466","7,349","7,546","5,993","6,791","6,225","5,640","4,989","4,871","3,817","4,490",Upgrade
Market Cap Growth,-,-2.62%,25.92%,-11.75%,9.08%,10.38%,13.04%,2.44%,27.61%,-15.00%,62.49%,Upgrade
Enterprise Value,"8,946","8,865","8,977","6,841","7,686","7,106","6,963","6,372","5,664","4,645","4,906",Upgrade
PE Ratio,13.19,10.71,4.92,10.73,6.43,16.80,10.06,10.69,11.54,9.32,10.03,Upgrade
PS Ratio,0.98,0.91,0.81,0.84,0.91,1.00,0.90,0.85,0.85,0.69,0.83,Upgrade
PB Ratio,1.18,1.19,1.10,0.97,1.13,1.21,1.19,1.12,1.25,0.97,1.19,Upgrade
P/FCF Ratio,7.10,6.28,5.75,5.06,7.25,8.19,12.46,7.83,7.08,-21.06,6.54,Upgrade
P/OCF Ratio,7.10,6.28,5.75,5.06,7.25,8.19,12.46,7.83,7.08,-21.06,6.54,Upgrade
EV/Sales Ratio,1.17,1.10,0.96,0.95,1.03,1.14,1.11,1.08,0.98,0.84,0.90,Upgrade
EV/EBITDA Ratio,11.31,9.59,4.54,9.35,5.64,14.80,8.83,8.66,8.41,7.32,7.07,Upgrade
EV/EBIT Ratio,11.31,9.59,4.54,9.35,5.64,14.80,8.83,8.66,8.41,7.32,7.07,Upgrade
EV/FCF Ratio,8.53,7.57,6.84,5.77,8.21,9.34,15.38,10.00,8.23,-25.64,7.14,Upgrade
Debt / Equity Ratio,0.25,0.26,0.23,0.16,0.16,0.19,0.31,0.34,0.25,0.25,0.15,Upgrade
Debt / EBITDA Ratio,2.01,1.73,0.80,1.32,0.71,2.04,1.84,2.08,1.41,1.52,0.82,Upgrade
Debt / FCF Ratio,1.52,1.36,1.21,0.82,1.04,1.29,3.20,2.40,1.38,-5.33,0.83,Upgrade
Asset Turnover,0.30,0.32,0.38,0.33,0.36,0.32,0.32,0.32,0.34,0.33,0.33,Upgrade
Return on Equity (ROE),9.40%,11.00%,23.20%,9.60%,18.10%,7.20%,12.00%,10.70%,10.80%,10.50%,12.10%,Upgrade
Return on Assets (ROA),2.30%,2.70%,6.30%,2.60%,5.10%,1.90%,2.90%,2.60%,2.50%,2.40%,2.70%,Upgrade
Return on Capital (ROIC),3.00%,3.50%,7.70%,3.20%,6.30%,2.40%,3.80%,3.80%,3.70%,3.60%,4.10%,Upgrade
Earnings Yield,7.79%,9.34%,20.33%,9.32%,15.56%,5.95%,9.94%,9.36%,8.67%,10.73%,9.97%,Upgrade
FCF Yield,14.08%,15.93%,17.38%,19.77%,13.79%,12.22%,8.03%,12.77%,14.13%,-4.75%,15.29%,Upgrade
Dividend Yield,7.60%,7.88%,13.52%,4.18%,7.95%,8.41%,3.53%,3.90%,3.94%,4.95%,4.13%,Upgrade
Payout Ratio,99.20%,84.20%,66.50%,44.90%,51.10%,141.30%,35.50%,41.70%,45.40%,46.30%,41.40%,Upgrade
Buyback Yield / Dilution,3.83%,0.09%,-1.19%,0.49%,-1.92%,-12.26%,-1.04%,0.03%,-0.37%,-0.43%,-0.64%,Upgrade
Total Shareholder Return,11.44%,7.97%,12.34%,4.68%,6.03%,-3.85%,2.50%,3.93%,3.58%,4.52%,3.49%,Upgrade
