Year,Current,2022,2021
Market Capitalization,305,424,491
Market Cap Growth,-,-13.67%,-
Enterprise Value,10,131,490
PE Ratio,7.39,5.07,-5.80
PB Ratio,-100.63,-196.21,-5.36
P/FCF Ratio,123.45,-718.84,-262.76
P/OCF Ratio,123.45,-718.84,-262.76
EV/EBITDA Ratio,0.21,1.57,-5.79
EV/EBIT Ratio,0.21,1.57,-5.79
EV/FCF Ratio,4.09,-223.00,-262.09
Current Ratio,57.18,83.49,65.33
Return on Equity (ROE),-329.50%,-302.70%,-
Return on Assets (ROA),16.60%,28.70%,-
Return on Capital (ROIC),17.00%,29.20%,-
Earnings Yield,15.91%,19.71%,-17.24%
FCF Yield,0.81%,-0.14%,-0.38%
