Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,397,531,549,441,596,469,583,615,399,354,188,Upgrade
Market Cap Growth,-,-3.23%,24.46%,-25.97%,27.04%,-19.61%,-5.09%,53.97%,12.61%,88.63%,31.83%,Upgrade
Enterprise Value,"1,099","1,075",267,375,866,893,767,783,587,458,188,Upgrade
PE Ratio,5.60,8.70,9.30,9.99,12.05,11.16,18.65,19.26,14.77,20.45,11.03,Upgrade
PS Ratio,2.00,2.89,2.97,2.88,3.98,3.40,4.64,4.96,3.38,3.90,3.05,Upgrade
PB Ratio,0.85,1.20,1.20,1.00,1.43,1.25,1.59,1.80,1.20,1.08,1.23,Upgrade
P/FCF Ratio,3.68,4.43,9.19,15.18,18.54,8.17,17.53,18.84,11.43,28.90,6.63,Upgrade
P/OCF Ratio,3.61,4.43,8.50,11.64,13.31,7.60,15.09,17.76,11.09,24.55,6.55,Upgrade
EV/Sales Ratio,5.54,5.85,1.45,2.45,5.78,6.47,6.10,6.31,4.97,5.04,3.06,Upgrade
EV/EBITDA Ratio,10.98,12.11,3.06,5.83,12.36,14.50,13.60,13.86,11.63,13.95,6.89,Upgrade
EV/EBIT Ratio,12.55,14.18,3.62,6.84,14.32,17.24,16.65,16.69,15.12,18.17,7.49,Upgrade
EV/FCF Ratio,10.19,8.97,4.47,12.91,26.93,15.57,23.07,23.99,16.81,37.33,6.64,Upgrade
Debt / Equity Ratio,1.63,1.45,1.52,1.27,1.21,1.33,1.05,1.03,0.83,0.84,0.96,Upgrade
Debt / EBITDA Ratio,7.59,7.21,7.93,8.71,7.19,8.11,6.81,6.23,5.51,8.41,5.39,Upgrade
Debt / FCF Ratio,7.05,5.34,11.61,19.27,15.67,8.71,11.55,10.78,7.96,22.51,5.19,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),16.10%,14.20%,13.10%,10.30%,12.30%,11.20%,8.70%,9.30%,8.20%,6.20%,11.30%,Upgrade
Return on Assets (ROA),1.40%,1.20%,1.20%,1.00%,1.40%,1.30%,1.00%,1.10%,0.90%,0.70%,1.20%,Upgrade
Return on Capital (ROIC),1.60%,1.40%,1.60%,1.30%,1.60%,1.50%,1.40%,1.50%,1.30%,1.00%,1.80%,Upgrade
Earnings Yield,17.78%,11.50%,10.75%,10.01%,8.30%,8.96%,5.36%,5.19%,6.77%,4.89%,9.06%,Upgrade
FCF Yield,27.18%,22.56%,10.88%,6.59%,5.39%,12.24%,5.70%,5.31%,8.75%,3.46%,15.09%,Upgrade
Dividend Yield,5.16%,3.76%,3.37%,4.12%,2.91%,5.94%,2.09%,3.08%,2.36%,11.80%,2.09%,Upgrade
Payout Ratio,28.90%,32.70%,32.00%,41.30%,35.20%,66.40%,38.90%,59.20%,35.60%,193.80%,23.00%,Upgrade
Buyback Yield / Dilution,-0.98%,-1.25%,3.47%,0.63%,1.56%,-0.62%,-1.16%,-0.22%,3.54%,-93.66%,-0.80%,Upgrade
Total Shareholder Return,4.18%,2.52%,6.84%,4.75%,4.46%,5.32%,0.93%,2.85%,5.90%,-81.86%,1.29%,Upgrade
