Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1987
Market Capitalization,"54,922","50,252","54,345","47,003","65,661","73,972","91,041","76,733","71,059","91,186","78,336",Upgrade
Market Cap Growth,-,-7.53%,15.62%,-28.41%,-11.24%,-18.75%,18.65%,7.98%,-22.07%,16.40%,23.81%,Upgrade
Enterprise Value,"-40,333","88,955","69,740","114,422","210,274","189,269","179,027","219,264","227,596","247,004","202,224",Upgrade
PE Ratio,5.64,4.83,6.18,-5.63,9.31,8.74,12.70,11.42,11.00,14.48,16.55,Upgrade
PS Ratio,1.02,0.86,1.04,0.93,1.16,1.37,1.68,1.55,1.36,1.66,1.53,Upgrade
PB Ratio,0.61,0.52,0.58,0.53,0.61,0.71,0.89,0.78,0.75,1.04,1.02,Upgrade
P/FCF Ratio,1.54,2.75,1.11,0.75,-5.64,-7.78,2.69,5.25,18.12,-7.10,-1.90,Upgrade
P/OCF Ratio,1.26,1.67,0.89,0.66,17.89,19.99,2.09,3.25,5.10,-21.37,-2.08,Upgrade
EV/Sales Ratio,0.71,1.51,1.33,2.26,3.71,3.52,3.30,4.43,4.34,4.50,3.95,Upgrade
EV/EBITDA Ratio,0.79,1.65,2.23,7.87,5.48,4.98,4.74,5.64,6.01,6.18,5.43,Upgrade
EV/EBIT Ratio,0.83,1.75,2.47,9.96,5.98,5.35,5.13,6.03,6.45,6.58,5.84,Upgrade
EV/FCF Ratio,1.08,4.87,1.42,1.83,-18.05,-19.91,5.30,15.01,58.03,-19.24,-4.91,Upgrade
Debt / Equity Ratio,0,18.37,17.24,17.39,14.11,14.01,14.15,13.60,14.10,14.56,14.67,Upgrade
Debt / EBITDA Ratio,5.90,5.67,8.63,17.53,7.39,7.03,6.26,6.37,6.47,5.80,5.57,Upgrade
Debt / FCF Ratio,8.07,16.78,5.50,4.08,-24.36,-28.09,6.99,16.97,62.46,-18.06,-5.04,Upgrade
Current Ratio,0,8.55,11.78,12.08,7.44,0,0,0,0,0,0,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),2.84%,10.78%,9.35%,-9.46%,6.51%,8.10%,7.01%,6.82%,6.78%,7.20%,6.19%,Upgrade
Return on Assets (ROA),0.15%,0.55%,0.51%,-0.51%,0.43%,0.54%,0.46%,0.46%,0.45%,0.46%,0.39%,Upgrade
Return on Capital (ROIC),1.12%,2.68%,1.54%,3.39%,1.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,17.57%,20.70%,16.19%,-17.76%,10.75%,11.44%,7.87%,8.76%,9.09%,6.91%,6.04%,Upgrade
FCF Yield,64.77%,36.35%,90.26%,132.80%,-17.74%,-12.85%,37.12%,19.03%,5.52%,-14.08%,-52.53%,Upgrade
Dividend Yield,3.98%,3.98%,2.62%,0.00%,6.22%,4.57%,3.17%,3.26%,2.28%,1.08%,1.13%,Upgrade
Payout Ratio,0.00%,19.24%,16.16%,0.00%,57.91%,39.92%,40.26%,37.22%,25.11%,15.63%,18.72%,Upgrade
Buyback Yield / Dilution,5.64%,2.41%,-0.03%,-1.28%,6.02%,-13.24%,-6.79%,3.40%,-22.65%,-11.37%,-11.11%,Upgrade
Total Shareholder Return,9.63%,6.39%,2.59%,-1.28%,12.24%,-8.68%,-3.62%,6.66%,-20.36%,-10.29%,-9.98%,Upgrade
