Year,Current,2022,2021
Market Capitalization,370,360,348
Market Cap Growth,-,3.46%,-
Enterprise Value,370,360,348
PE Ratio,38.26,36.55,66.02
PB Ratio,-35.69,-35.69,-20.37
P/FCF Ratio,-218.46,-218.46,-330.43
P/OCF Ratio,-218.46,-218.46,-330.43
EV/EBITDA Ratio,34.84,33.91,65.98
EV/EBIT Ratio,34.84,33.91,65.98
EV/FCF Ratio,-218.30,-218.30,-330.22
Debt / Equity Ratio,-0.01,-0.01,-0.01
Debt / EBITDA Ratio,0.01,0.01,0.03
Debt / FCF Ratio,-0.05,-0.05,-0.13
Current Ratio,0.72,0.72,1.55
Return on Equity (ROE),-87.30%,-87.30%,-88.70%
Return on Assets (ROA),3.40%,3.40%,1.90%
Return on Capital (ROIC),3.70%,3.70%,1.90%
Earnings Yield,2.66%,2.74%,1.51%
FCF Yield,-0.45%,-0.46%,-0.30%
Buyback Yield / Dilution,-22.32%,-22.32%,-
Total Shareholder Return,-22.32%,-22.32%,-
