Year,Current,2022,2021
Market Capitalization,41,170,-
Enterprise Value,40,170,0
PE Ratio,-243.07,-243.07,-
PB Ratio,-664.52,-664.52,-
P/FCF Ratio,-129.22,-129.22,-
P/OCF Ratio,-129.22,-129.22,-
EV/EBITDA Ratio,-376.65,-376.65,-6.69
EV/EBIT Ratio,-376.65,-376.65,-6.69
EV/FCF Ratio,-128.61,-128.61,-25.61
Debt / Equity Ratio,-,-,5.87
Debt / EBITDA Ratio,-,-,-7.04
Debt / FCF Ratio,-,-,-26.93
Current Ratio,0.87,0.87,0.01
Return on Equity (ROE),-239.40%,-239.40%,-
Return on Assets (ROA),-0.60%,-0.60%,-
Return on Capital (ROIC),-0.40%,-0.40%,-
Earnings Yield,-1.70%,-0.41%,-
FCF Yield,-3.20%,-0.77%,-
Buyback Yield / Dilution,-471.82%,-471.82%,-
Total Shareholder Return,-471.82%,-471.82%,-
