Year,Current,2022,2021
Market Capitalization,52,51,142
Market Cap Growth,-,-63.71%,-
Enterprise Value,53,52,141
PE Ratio,-40.34,-40.34,-242.78
PB Ratio,-45.02,-45.02,154.13
P/FCF Ratio,-51.18,-51.18,-150.68
P/OCF Ratio,-51.18,-51.18,-150.68
EV/EBITDA Ratio,-44.86,-44.86,-241.90
EV/EBIT Ratio,-44.86,-44.86,-241.90
EV/FCF Ratio,-51.74,-51.74,-150.14
Debt / Equity Ratio,-0.61,-0.61,-
Debt / EBITDA Ratio,-0.60,-0.60,-
Debt / FCF Ratio,-0.70,-0.70,-
Current Ratio,0.23,0.23,3.25
Return on Equity (ROE),553.40%,553.40%,-123.70%
Return on Assets (ROA),-1.40%,-1.40%,-1.00%
Return on Capital (ROIC),-1.70%,-1.70%,-1.00%
Earnings Yield,-2.44%,-2.48%,-0.41%
FCF Yield,-1.92%,-1.95%,-0.66%
Buyback Yield / Dilution,-122.73%,-122.73%,-
Total Shareholder Return,-122.73%,-122.73%,-
