Year,Current,2022,2021
Market Capitalization,297,288,284
Market Cap Growth,-,1.62%,-
Enterprise Value,297,289,283
PE Ratio,258.50,282.66,-401.17
PB Ratio,-35.05,-35.05,-37.91
P/FCF Ratio,-220.19,-220.19,-361.82
P/OCF Ratio,-220.19,-220.19,-361.82
EV/EBITDA Ratio,183.53,178.03,-400.48
EV/EBIT Ratio,183.53,178.03,-400.48
EV/FCF Ratio,-220.33,-220.33,-361.20
Debt / Equity Ratio,-0.08,-0.08,-0.02
Debt / EBITDA Ratio,0.42,0.42,-0.18
Debt / FCF Ratio,-0.52,-0.52,-0.16
Current Ratio,0.41,0.41,1.46
Return on Equity (ROE),-12.60%,-12.60%,19.60%
Return on Assets (ROA),0.50%,0.50%,-0.60%
Return on Capital (ROIC),0.90%,0.90%,-0.60%
Earnings Yield,0.34%,0.35%,-0.25%
FCF Yield,-0.44%,-0.45%,-0.28%
Buyback Yield / Dilution,-0.09%,-0.09%,-
Total Shareholder Return,-0.09%,-0.09%,-
