Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"14,988","19,266","14,553","11,837","12,692","9,026","8,727","8,072","6,750","6,505","5,860",Upgrade
Market Cap Growth,-,32.38%,22.94%,-6.73%,40.61%,3.43%,8.10%,19.59%,3.76%,11.01%,14.33%,Upgrade
Enterprise Value,"16,787","20,653","16,253","12,200","14,331","11,036","10,338","9,817","8,208","8,393","7,215",Upgrade
PE Ratio,14.98,13.95,14.23,22.31,18.61,14.09,15.89,13.41,13.40,10.03,11.72,Upgrade
PS Ratio,1.36,1.73,1.54,1.46,1.61,1.17,1.14,1.06,0.94,0.91,0.91,Upgrade
PB Ratio,2.19,2.86,2.19,1.88,2.09,1.66,1.61,1.60,1.47,1.42,1.35,Upgrade
P/FCF Ratio,6.12,7.66,6.87,7.50,11.72,15.83,14.66,10.12,8.25,9.39,7.74,Upgrade
P/OCF Ratio,5.99,7.50,6.66,7.32,11.10,14.55,12.28,9.52,7.66,8.85,7.15,Upgrade
EV/Sales Ratio,1.51,1.85,1.72,1.51,1.81,1.43,1.35,1.28,1.14,1.18,1.13,Upgrade
EV/EBITDA Ratio,10.98,10.86,10.48,12.35,12.82,10.11,10.05,8.75,8.66,7.18,7.84,Upgrade
EV/EBIT Ratio,11.29,11.19,11.43,14.30,14.27,11.48,11.29,9.48,9.52,7.77,8.83,Upgrade
EV/FCF Ratio,6.77,8.21,7.68,7.73,13.23,19.35,17.37,12.31,10.04,12.11,9.54,Upgrade
Debt / Equity Ratio,0.41,0.42,0.49,0.43,0.44,0.52,0.47,0.50,0.48,0.56,0.51,Upgrade
Debt / EBITDA Ratio,1.86,1.49,2.11,2.77,2.38,2.59,2.49,2.26,2.34,2.19,2.39,Upgrade
Debt / FCF Ratio,1.14,1.13,1.54,1.73,2.46,4.96,4.30,3.18,2.72,3.70,2.90,Upgrade
Asset Turnover,0.33,0.34,0.31,0.29,0.30,0.31,0.32,0.33,0.33,0.33,0.32,Upgrade
Return on Equity (ROE),16.30%,20.90%,15.60%,9.00%,11.40%,11.80%,10.30%,12.30%,11.00%,14.20%,11.50%,Upgrade
Return on Assets (ROA),3.20%,4.20%,3.30%,1.90%,2.60%,2.60%,2.30%,2.60%,2.30%,3.00%,2.50%,Upgrade
Return on Capital (ROIC),4.30%,5.40%,4.40%,3.00%,3.60%,3.60%,3.60%,4.20%,3.70%,4.70%,3.80%,Upgrade
Earnings Yield,7.14%,7.17%,7.03%,4.48%,5.37%,7.10%,6.29%,7.46%,7.46%,9.97%,8.53%,Upgrade
FCF Yield,16.33%,13.06%,14.55%,13.33%,8.54%,6.32%,6.82%,9.88%,12.11%,10.65%,12.91%,Upgrade
Dividend Yield,2.44%,1.22%,2.44%,0.71%,2.43%,2.83%,2.16%,2.27%,0.86%,2.79%,0.90%,Upgrade
Payout Ratio,35.60%,17.80%,36.30%,16.60%,46.90%,41.30%,35.30%,30.80%,11.60%,28.20%,10.50%,Upgrade
Buyback Yield / Dilution,0.66%,-0.19%,0.89%,2.97%,-0.27%,-0.27%,-0.35%,1.55%,2.86%,6.03%,0.56%,Upgrade
Total Shareholder Return,3.06%,1.03%,3.33%,3.68%,2.16%,2.56%,1.82%,3.82%,3.71%,8.83%,1.45%,Upgrade
