Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"89,726","87,604","119,830","128,374","174,415","127,138","196,740","169,359","154,163","163,926","158,050",Upgrade
Market Cap Growth,-,-26.89%,-6.66%,-26.40%,37.19%,-35.38%,16.17%,9.86%,-5.96%,3.72%,36.24%,Upgrade
Enterprise Value,"338,222","266,725","331,429","319,484","440,644","381,146","453,662","387,565","389,916","458,582","442,732",Upgrade
PE Ratio,6.42,5.90,5.46,11.62,8.99,7.05,-28.94,11.36,8.94,22.43,11.57,Upgrade
PS Ratio,1.16,1.16,1.67,1.70,2.32,1.75,2.72,2.39,2.02,2.12,2.06,Upgrade
PB Ratio,0.43,0.44,0.59,0.64,0.90,0.65,0.98,0.75,0.70,0.78,0.77,Upgrade
P/FCF Ratio,41.78,4.49,2.78,-4.78,-9.74,3.81,-16.73,3.28,4.15,3.76,2.61,Upgrade
P/OCF Ratio,11.03,3.49,2.54,-5.47,-13.59,3.44,-22.42,3.15,3.88,3.54,2.50,Upgrade
EV/Sales Ratio,4.36,3.54,4.61,4.23,5.87,5.23,6.26,5.47,5.11,5.94,5.77,Upgrade
EV/EBITDA Ratio,14.25,11.72,10.57,18.25,15.89,14.04,17.28,15.46,13.83,25.34,19.13,Upgrade
EV/EBIT Ratio,17.45,14.43,12.09,23.54,18.49,16.29,20.08,18.15,15.80,31.61,22.31,Upgrade
EV/FCF Ratio,157.68,13.68,7.68,-11.88,-24.60,11.41,-38.58,7.50,10.51,10.52,7.32,Upgrade
Debt / Equity Ratio,2.77,2.59,2.35,2.51,2.38,2.25,2.18,1.68,1.66,2.16,2.37,Upgrade
Debt / EBITDA Ratio,24.33,22.91,15.10,28.60,16.59,16.28,16.66,15.10,13.09,25.14,20.89,Upgrade
Debt / FCF Ratio,269.26,26.73,10.97,-18.63,-25.69,13.24,-37.20,7.33,9.94,10.44,8.00,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),7.50%,7.50%,10.90%,5.70%,9.90%,9.10%,-3.10%,6.50%,7.90%,3.50%,6.90%,Upgrade
Return on Assets (ROA),0.60%,0.60%,0.90%,0.50%,1.00%,0.90%,-0.40%,0.80%,1.00%,0.40%,0.70%,Upgrade
Return on Capital (ROIC),0.70%,0.70%,1.10%,0.60%,1.10%,1.10%,1.10%,1.10%,1.20%,0.70%,0.90%,Upgrade
Earnings Yield,16.90%,16.95%,18.32%,8.61%,11.12%,14.19%,-3.46%,8.80%,11.18%,4.46%,8.64%,Upgrade
FCF Yield,2.39%,22.26%,36.02%,-20.94%,-10.27%,26.26%,-5.98%,30.49%,24.08%,26.59%,38.26%,Upgrade
Dividend Yield,4.43%,4.57%,3.49%,3.34%,2.49%,3.02%,1.32%,0.72%,0.31%,0.07%,0.08%,Upgrade
Payout Ratio,28.30%,29.00%,20.00%,43.00%,23.80%,23.00%,-32.20%,8.90%,3.00%,1.80%,0.90%,Upgrade
Buyback Yield / Dilution,1.21%,4.15%,2.36%,7.34%,9.20%,7.55%,6.57%,3.97%,0.96%,0.15%,-0.87%,Upgrade
Total Shareholder Return,5.64%,8.73%,5.85%,10.68%,11.69%,10.57%,7.89%,4.69%,1.28%,0.23%,-0.79%,Upgrade
