Year,Current,2022,2021
Market Capitalization,297,289,277
Market Cap Growth,-,4.33%,-
Enterprise Value,297,289,276
PE Ratio,35.23,24.42,117.78
PB Ratio,-32.66,-32.66,-15.97
P/FCF Ratio,289.25,281.32,-203.63
P/OCF Ratio,289.25,281.32,-203.63
EV/EBITDA Ratio,25.08,24.39,117.34
EV/EBIT Ratio,25.08,24.39,117.34
EV/FCF Ratio,288.83,280.90,-202.87
Current Ratio,0.51,0.51,7.36
Return on Equity (ROE),-89.40%,-89.40%,-54.30%
Return on Assets (ROA),5.20%,5.20%,4.10%
Return on Capital (ROIC),5.20%,5.20%,4.10%
Earnings Yield,3.98%,4.09%,0.85%
FCF Yield,0.35%,0.36%,-0.49%
Buyback Yield / Dilution,-165.21%,-165.21%,-
Total Shareholder Return,-165.21%,-165.21%,-
