Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Market Capitalization,"1,348","1,528","1,606","1,741","1,800","1,533","1,793","1,721","1,350","1,391","1,272",Upgrade
Market Cap Growth,-,-4.81%,-7.78%,-3.26%,17.38%,-14.51%,4.22%,27.43%,-2.90%,9.34%,61.82%,Upgrade
Enterprise Value,"1,818","1,984","1,974","2,156","2,207","1,819","2,083","1,951","1,582","1,617","1,492",Upgrade
PE Ratio,-130.21,-587.83,11.24,13.06,9.76,83.59,10.58,20.54,14.45,13.34,11.47,Upgrade
PS Ratio,0.97,1.11,1.21,1.33,1.26,1.29,1.53,1.52,1.25,1.31,1.23,Upgrade
PB Ratio,1.18,1.39,0.89,0.97,1.15,1.19,1.19,1.33,1.07,1.04,1.16,Upgrade
P/FCF Ratio,8.31,8.91,7.84,6.70,14.10,7.63,6.99,8.14,6.50,6.27,6.18,Upgrade
P/OCF Ratio,8.31,8.91,7.84,6.70,14.10,7.63,6.99,8.14,6.50,6.27,6.18,Upgrade
EV/Sales Ratio,1.31,1.43,1.48,1.65,1.54,1.53,1.78,1.73,1.46,1.52,1.45,Upgrade
EV/EBITDA Ratio,58.46,56.51,9.53,10.88,8.25,45.60,19.42,15.48,11.10,10.09,8.86,Upgrade
EV/EBIT Ratio,2597.14,264.48,10.46,12.33,8.76,55.91,20.70,15.48,11.10,10.09,8.86,Upgrade
EV/FCF Ratio,11.21,11.57,9.64,8.30,17.30,9.06,8.12,9.23,7.62,7.29,7.24,Upgrade
Debt / Equity Ratio,0.44,0.45,0.28,0.24,0.28,0.23,0.20,0.19,0.20,0.18,0.22,Upgrade
Debt / EBITDA Ratio,16.01,14.19,2.43,2.21,1.62,7.46,2.77,1.96,1.73,1.48,1.41,Upgrade
Debt / FCF Ratio,3.07,2.90,2.45,1.68,3.39,1.48,1.16,1.17,1.19,1.07,1.16,Upgrade
Asset Turnover,0.10,0.10,0.09,0.10,0.12,0.11,0.11,0.11,0.11,0.11,0.12,Upgrade
Return on Equity (ROE),-0.90%,-0.20%,8.00%,8.10%,12.20%,1.40%,12.20%,6.10%,7.10%,8.20%,9.70%,Upgrade
Return on Assets (ROA),-0.10%,0.00%,1.00%,1.00%,1.50%,0.20%,1.50%,0.80%,0.90%,1.10%,1.30%,Upgrade
Return on Capital (ROIC),0.00%,0.10%,1.30%,1.40%,2.10%,0.30%,0.90%,1.20%,1.40%,1.70%,1.90%,Upgrade
Earnings Yield,-0.78%,-0.17%,8.89%,7.66%,10.25%,1.20%,9.45%,4.87%,6.92%,7.50%,8.72%,Upgrade
FCF Yield,12.04%,11.22%,12.76%,14.92%,7.09%,13.10%,14.31%,12.29%,15.38%,15.96%,16.19%,Upgrade
Dividend Yield,3.91%,3.50%,3.26%,2.89%,2.68%,3.11%,2.55%,2.55%,3.14%,2.79%,2.59%,Upgrade
Payout Ratio,-516.00%,-2133.30%,36.50%,37.70%,26.00%,259.10%,26.80%,52.00%,44.80%,36.80%,28.70%,Upgrade
Buyback Yield / Dilution,1.66%,0.95%,-0.48%,-0.24%,-0.01%,-0.79%,-0.22%,2.24%,-0.46%,-1.43%,-0.59%,Upgrade
Total Shareholder Return,5.58%,4.45%,2.78%,2.66%,2.66%,2.32%,2.33%,4.79%,2.68%,1.36%,1.99%,Upgrade
