Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"95,895","106,433","139,089","110,043","77,602","61,953","82,364","61,674","55,843","59,074","52,879",Upgrade
Market Cap Growth,-,-23.48%,26.40%,41.80%,25.26%,-24.78%,33.55%,10.44%,-5.47%,11.72%,50.89%,Upgrade
Enterprise Value,"97,772","107,506","139,084","109,398","77,728","60,444","80,340","60,414","54,542","61,384","55,636",Upgrade
PE Ratio,19.65,20.56,23.57,22.31,17.34,14.39,16.63,19.47,16.69,17.93,18.04,Upgrade
PS Ratio,5.45,5.96,7.18,6.79,5.34,4.36,6.06,5.03,4.90,5.33,5.19,Upgrade
PB Ratio,2.52,2.82,3.69,3.12,2.31,1.91,2.59,2.12,1.96,2.16,2.00,Upgrade
P/FCF Ratio,21.01,24.06,30.22,31.01,29.51,21.58,21.70,28.63,20.07,19.55,14.90,Upgrade
P/OCF Ratio,19.05,21.48,28.13,29.40,26.91,20.15,20.85,27.13,18.59,19.14,14.52,Upgrade
EV/Sales Ratio,5.61,6.01,7.18,6.75,5.35,4.26,5.91,4.93,4.78,5.54,5.47,Upgrade
EV/EBITDA Ratio,13.72,14.79,16.11,15.97,12.25,10.45,14.18,12.27,10.71,12.30,12.34,Upgrade
EV/EBIT Ratio,14.96,16.08,17.23,17.16,13.09,10.86,14.80,12.96,11.37,13.18,13.36,Upgrade
EV/FCF Ratio,21.65,24.31,30.22,30.82,29.55,21.05,21.17,28.05,19.60,20.32,15.68,Upgrade
Debt / Equity Ratio,0.23,0.22,0.25,0.23,0.15,0.15,0.16,0.17,0.17,0.30,0.28,Upgrade
Debt / EBITDA Ratio,1.19,1.17,1.08,1.17,0.78,0.86,0.88,1.00,0.97,1.67,1.62,Upgrade
Debt / FCF Ratio,1.88,1.92,2.02,2.26,1.88,1.73,1.32,2.28,1.77,2.75,2.06,Upgrade
Asset Turnover,0.14,0.14,0.12,0.10,0.09,0.08,0.06,0.06,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),13.10%,13.90%,16.20%,14.60%,13.90%,13.40%,16.40%,11.00%,12.00%,12.20%,11.30%,Upgrade
Return on Assets (ROA),4.10%,4.10%,3.50%,3.00%,2.70%,2.30%,2.20%,1.40%,1.40%,1.40%,1.40%,Upgrade
Return on Capital (ROIC),7.40%,7.10%,6.00%,4.90%,4.40%,3.60%,2.80%,2.40%,2.40%,2.30%,2.30%,Upgrade
Earnings Yield,5.16%,4.87%,4.24%,4.48%,5.77%,6.95%,6.01%,5.14%,5.99%,5.58%,5.54%,Upgrade
FCF Yield,4.76%,4.16%,3.31%,3.23%,3.39%,4.63%,4.61%,3.49%,4.98%,5.11%,6.71%,Upgrade
Dividend Yield,3.06%,2.80%,1.83%,2.04%,2.68%,3.16%,2.00%,2.47%,2.64%,2.24%,2.76%,Upgrade
Payout Ratio,60.30%,56.90%,42.60%,45.20%,46.00%,45.00%,32.70%,47.50%,43.40%,39.40%,48.80%,Upgrade
Buyback Yield / Dilution,1.43%,1.30%,0.26%,1.69%,2.77%,1.50%,1.30%,1.45%,1.21%,1.56%,2.35%,Upgrade
Total Shareholder Return,4.53%,4.09%,2.09%,3.73%,5.45%,4.66%,3.30%,3.93%,3.85%,3.80%,5.11%,Upgrade
