Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,417,481,525,375,452,354,406,384,232,154,123,Upgrade
Market Cap Growth,-,-8.46%,40.09%,-16.95%,27.60%,-12.90%,5.78%,65.59%,50.90%,24.99%,5.50%,Upgrade
Enterprise Value,582,589,500,199,503,547,645,556,424,214,197,Upgrade
PE Ratio,7.33,7.94,10.13,8.96,12.63,10.87,17.89,18.68,28.80,17.15,15.81,Upgrade
PS Ratio,2.67,2.88,3.72,3.04,4.18,3.50,4.31,4.39,3.59,3.09,2.54,Upgrade
PB Ratio,1.11,1.65,1.11,1.07,1.51,1.35,1.68,1.80,1.17,1.24,1.09,Upgrade
P/FCF Ratio,5.19,6.04,9.80,8.18,12.02,9.24,13.52,15.88,40.36,13.63,8.69,Upgrade
P/OCF Ratio,4.96,5.75,9.56,7.64,11.65,9.13,13.29,15.68,36.68,12.55,8.63,Upgrade
EV/Sales Ratio,3.72,3.52,3.54,1.62,4.66,5.41,6.84,6.35,6.57,4.30,4.06,Upgrade
EV/EBITDA Ratio,8.64,7.57,7.62,3.73,10.96,13.25,17.77,17.53,31.86,15.75,17.26,Upgrade
EV/EBIT Ratio,9.43,8.08,8.06,3.96,11.68,14.28,19.46,19.82,40.17,18.44,20.81,Upgrade
EV/FCF Ratio,7.23,7.40,9.34,4.34,13.39,14.27,21.47,22.98,73.76,18.95,13.91,Upgrade
Debt / Equity Ratio,0.78,0.63,0.19,0.23,0.41,0.96,1.23,1.00,1.25,0.71,0.90,Upgrade
Debt / EBITDA Ratio,4.34,2.36,1.34,1.48,2.66,6.08,8.17,6.73,18.64,6.45,8.89,Upgrade
Debt / FCF Ratio,3.64,2.30,1.64,1.72,3.25,6.55,9.87,8.83,43.15,7.76,7.17,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),16.50%,19.00%,13.30%,12.60%,12.40%,13.00%,9.80%,9.70%,4.60%,7.40%,6.80%,Upgrade
Return on Assets (ROA),1.20%,1.50%,1.50%,1.40%,1.50%,1.40%,1.10%,1.10%,0.50%,0.80%,0.70%,Upgrade
Return on Capital (ROIC),1.40%,1.80%,1.90%,1.80%,1.80%,1.60%,1.50%,1.40%,0.60%,1.00%,0.80%,Upgrade
Earnings Yield,12.42%,12.60%,9.87%,11.17%,7.92%,9.20%,5.59%,5.35%,3.47%,5.83%,6.33%,Upgrade
FCF Yield,19.27%,16.55%,10.20%,12.23%,8.32%,10.83%,7.40%,6.30%,2.48%,7.34%,11.51%,Upgrade
Dividend Yield,5.92%,4.60%,2.53%,3.32%,2.33%,2.35%,1.49%,1.13%,1.40%,1.44%,1.83%,Upgrade
Payout Ratio,43.70%,36.30%,26.40%,29.70%,29.50%,25.40%,26.80%,21.10%,33.30%,25.00%,29.30%,Upgrade
Buyback Yield / Dilution,-11.59%,-20.26%,-0.22%,-2.14%,0.39%,-0.85%,-1.84%,-0.28%,-46.51%,1.96%,0.14%,Upgrade
Total Shareholder Return,-5.66%,-15.66%,2.32%,1.18%,2.72%,1.51%,-0.34%,0.84%,-45.12%,3.39%,1.97%,Upgrade
