Year,Current,2022,2021
Market Capitalization,354,345,304
Market Cap Growth,-,13.48%,-
Enterprise Value,355,345,303
PE Ratio,128.38,309.47,-3043.21
PB Ratio,-37.95,-40.62,-50.90
P/FCF Ratio,-157.26,-202.71,-512.74
P/OCF Ratio,-157.26,-202.71,-512.74
EV/EBITDA Ratio,85.90,187.40,-3030.93
EV/EBIT Ratio,85.90,187.40,-3030.93
EV/FCF Ratio,-157.56,-202.67,-510.67
Debt / Equity Ratio,-0.08,-,-
Debt / EBITDA Ratio,0.18,-,-
Debt / FCF Ratio,-0.33,-,-
Current Ratio,0.14,0.52,17.52
Return on Equity (ROE),-34.00%,-14.10%,-
Return on Assets (ROA),1.10%,0.40%,-
Return on Capital (ROIC),1.60%,0.70%,-
Earnings Yield,0.80%,0.32%,-0.03%
FCF Yield,-0.63%,-0.49%,-0.20%
Buyback Yield / Dilution,-1.81%,-472.20%,-
Total Shareholder Return,-1.81%,-472.20%,-
