Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,"1,620","2,242","2,290","1,697","2,005","1,704","1,899","1,890","1,066",532,506,Upgrade
Market Cap Growth,-,-2.09%,34.89%,-15.33%,17.65%,-10.28%,0.50%,77.33%,100.46%,5.11%,6.11%,Upgrade
Enterprise Value,-836,"2,089",-602,538,"2,282","2,064","2,168","2,441","1,243",716,696,Upgrade
PE Ratio,8.70,11.77,10.63,11.66,14.45,12.74,21.67,28.10,17.08,12.61,12.11,Upgrade
PS Ratio,2.32,3.31,3.37,2.56,3.56,3.20,4.24,5.06,3.59,2.20,2.16,Upgrade
PB Ratio,0.82,2.33,1.21,0.96,1.22,1.12,1.68,1.76,1.31,0.87,0.88,Upgrade
P/FCF Ratio,6.10,4.60,27.89,-32.18,7.00,15.31,11.37,32.71,32.70,5.52,25.64,Upgrade
P/OCF Ratio,5.12,4.32,17.90,-105.86,6.52,13.66,10.26,23.31,23.94,4.60,12.54,Upgrade
EV/Sales Ratio,2.30,3.09,-0.89,0.81,4.05,3.88,4.84,6.54,4.18,2.96,2.98,Upgrade
EV/EBITDA Ratio,5.11,8.87,-1.77,1.88,7.36,7.44,10.28,16.03,9.02,7.09,7.12,Upgrade
EV/EBIT Ratio,5.65,10.10,-1.94,2.09,8.11,8.16,11.39,17.93,10.03,8.09,8.07,Upgrade
EV/FCF Ratio,6.04,4.28,-7.33,-10.20,7.97,18.54,12.99,42.25,38.13,7.43,35.29,Upgrade
Debt / Equity Ratio,0,0.26,7.61,0,0,6.31,6.52,6.41,6.75,7.17,7.09,Upgrade
Debt / EBITDA Ratio,2.42,-,1.19,2.46,2.32,3.77,3.67,4.52,3.11,3.94,4.04,Upgrade
Debt / FCF Ratio,2.86,-,4.93,-13.37,2.51,9.41,4.64,11.90,13.16,4.13,20.03,Upgrade
Asset Turnover,0.03,0,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),1.94%,19.80%,11.34%,8.24%,8.46%,8.77%,7.75%,6.26%,7.69%,6.92%,7.25%,Upgrade
Return on Assets (ROA),0.23%,0.00%,1.32%,1.00%,1.16%,1.20%,1.03%,0.84%,0.99%,0.85%,0.89%,Upgrade
Return on Capital (ROIC),0.49%,-62.01%,2.56%,1.99%,2.07%,2.04%,1.56%,1.22%,1.49%,1.36%,1.44%,Upgrade
Earnings Yield,11.20%,8.50%,9.41%,8.57%,6.92%,7.85%,4.62%,3.56%,5.85%,7.93%,8.26%,Upgrade
FCF Yield,16.39%,-,21.30%,4.84%,-2.63%,16.81%,5.86%,8.84%,5.42%,6.13%,19.05%,Upgrade
Dividend Yield,4.25%,-,2.41%,3.08%,2.46%,2.63%,1.81%,1.62%,2.06%,3.02%,2.68%,Upgrade
Payout Ratio,108.36%,-,25.67%,35.90%,35.58%,33.53%,39.28%,45.42%,35.24%,38.04%,32.41%,Upgrade
Buyback Yield / Dilution,-2.52%,-0.02%,-0.30%,-0.22%,-1.46%,-14.03%,-9.50%,-11.38%,-45.31%,-6.95%,-6.05%,Upgrade
Total Shareholder Return,1.73%,-0.02%,2.12%,2.86%,1.00%,-11.40%,-7.68%,-9.76%,-43.24%,-3.94%,-3.37%,Upgrade
