Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Market Capitalization,"1,088","1,582","1,331","1,003","1,098",950,871,828,648,772,973,Upgrade
Market Cap Growth,-,18.80%,32.78%,-8.68%,15.58%,9.09%,5.16%,27.75%,-16.08%,-20.60%,-2.11%,Upgrade
Enterprise Value,"1,794","1,845",548,420,"1,252","1,208",873,806,659,689,883,Upgrade
PE Ratio,10.95,22.19,14.22,11.32,13.66,15.46,59.72,35.91,132.78,84.17,140.42,Upgrade
PS Ratio,3.20,5.32,4.34,3.18,3.96,3.61,5.05,5.11,3.91,4.76,4.99,Upgrade
PB Ratio,0.96,1.45,1.59,1.22,1.43,1.37,1.64,1.54,1.05,0.97,1.08,Upgrade
P/FCF Ratio,8.53,7.82,7.21,-94.91,33.23,14.11,16.58,-255.07,-15.17,-177.96,-30.04,Upgrade
P/OCF Ratio,7.40,7.37,7.42,-161.40,24.81,12.91,14.98,-210.36,-17.22,-280.34,-38.03,Upgrade
EV/Sales Ratio,5.28,6.20,1.79,1.33,4.52,4.59,5.06,4.97,3.97,4.24,4.53,Upgrade
EV/EBITDA Ratio,13.52,17.98,4.26,3.39,11.26,14.18,17.91,20.04,28.11,24.37,33.05,Upgrade
EV/EBIT Ratio,15.66,21.41,4.77,3.84,13.02,16.39,24.34,30.99,83.10,55.82,81.16,Upgrade
EV/FCF Ratio,14.07,9.13,2.97,-39.75,37.90,17.95,16.62,-248.28,-15.42,-158.73,-27.26,Upgrade
Debt / Equity Ratio,0.95,0.42,0.07,0.03,0.35,0.53,0.49,0.24,0.29,0.22,0.11,Upgrade
Debt / EBITDA Ratio,8.10,4.47,0.48,0.18,2.38,4.32,5.32,3.25,7.54,6.14,3.73,Upgrade
Debt / FCF Ratio,8.43,2.27,0.34,-2.17,8.01,5.46,4.94,-40.26,-4.13,-39.99,-3.07,Upgrade
Asset Turnover,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.04,Upgrade
Return on Equity (ROE),9.40%,7.80%,11.10%,11.20%,10.80%,9.20%,2.70%,4.00%,0.70%,1.10%,0.70%,Upgrade
Return on Assets (ROA),1.10%,0.90%,1.30%,1.40%,1.40%,1.10%,0.30%,0.50%,0.10%,0.20%,0.10%,Upgrade
Return on Capital (ROIC),1.30%,1.10%,1.90%,1.80%,1.60%,1.30%,0.80%,0.60%,0.20%,0.30%,0.20%,Upgrade
Earnings Yield,8.56%,4.51%,7.03%,8.84%,7.32%,6.47%,1.67%,2.79%,0.75%,1.19%,0.71%,Upgrade
FCF Yield,11.72%,12.78%,13.87%,-1.05%,3.01%,7.09%,6.03%,-0.39%,-6.59%,-0.56%,-3.33%,Upgrade
Dividend Yield,3.32%,1.94%,2.03%,2.48%,2.15%,1.79%,1.08%,0.77%,1.06%,1.37%,1.05%,Upgrade
Payout Ratio,36.10%,42.70%,28.60%,27.90%,29.20%,27.00%,63.00%,27.20%,142.90%,113.60%,142.90%,Upgrade
Buyback Yield / Dilution,-24.92%,-5.19%,0.02%,1.44%,-0.32%,-13.43%,4.75%,15.34%,18.99%,16.53%,2.66%,Upgrade
Total Shareholder Return,-21.60%,-3.25%,2.06%,3.92%,1.83%,-11.64%,5.83%,16.12%,20.05%,17.91%,3.71%,Upgrade
