Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,233,408,510,426,607,508,702,676,423,393,391,Upgrade
Market Cap Growth,-,-20.01%,19.59%,-29.73%,19.33%,-27.57%,3.81%,59.82%,7.60%,0.49%,53.84%,Upgrade
Enterprise Value,583,771,789,534,"1,111","1,212","1,337","1,226",961,842,751,Upgrade
PE Ratio,5.55,8.69,11.83,10.35,14.60,12.23,19.99,21.90,16.34,17.09,18.37,Upgrade
PS Ratio,1.91,3.24,4.18,3.77,5.48,4.77,7.03,7.26,5.29,5.53,5.88,Upgrade
PB Ratio,0.61,1.12,1.23,1.05,1.56,1.31,1.98,2.21,1.69,1.69,1.89,Upgrade
P/FCF Ratio,4.33,7.49,11.84,9.91,12.88,9.47,18.34,23.86,14.02,13.30,10.67,Upgrade
P/OCF Ratio,4.63,7.93,10.04,9.26,12.14,8.56,14.88,19.00,11.86,10.98,9.86,Upgrade
EV/Sales Ratio,4.92,6.13,6.47,4.72,10.03,11.38,13.39,13.16,12.00,11.83,11.29,Upgrade
EV/EBITDA Ratio,10.30,11.94,12.73,9.56,19.84,23.91,27.51,28.40,26.42,26.33,25.16,Upgrade
EV/EBIT Ratio,11.63,13.24,14.80,10.79,22.32,25.99,29.71,30.69,28.80,28.92,27.79,Upgrade
EV/FCF Ratio,11.16,14.16,18.31,12.42,23.59,22.58,34.93,43.25,31.83,28.47,20.49,Upgrade
Debt / Equity Ratio,1.10,1.20,0.78,0.78,1.40,1.93,1.99,1.92,2.30,2.06,1.91,Upgrade
Debt / EBITDA Ratio,7.21,6.77,5.20,5.71,9.70,14.81,14.50,13.59,15.87,15.06,13.24,Upgrade
Debt / FCF Ratio,7.82,8.03,7.49,7.42,11.53,13.99,18.41,20.69,19.12,16.28,10.78,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),11.20%,12.60%,10.40%,10.50%,10.70%,11.10%,10.50%,10.40%,10.60%,10.10%,10.50%,Upgrade
Return on Assets (ROA),1.00%,1.10%,1.00%,1.00%,1.00%,1.00%,0.90%,0.90%,0.90%,0.90%,0.90%,Upgrade
Return on Capital (ROIC),1.10%,1.30%,1.30%,1.10%,1.10%,1.00%,1.10%,1.00%,1.00%,1.00%,1.10%,Upgrade
Earnings Yield,18.25%,11.51%,8.45%,9.66%,6.85%,8.18%,5.00%,4.57%,6.12%,5.85%,5.44%,Upgrade
FCF Yield,23.07%,13.34%,8.45%,10.09%,7.76%,10.56%,5.45%,4.19%,7.13%,7.52%,9.37%,Upgrade
Dividend Yield,8.03%,5.72%,3.57%,4.08%,2.80%,2.34%,2.04%,1.92%,3.21%,1.88%,2.37%,Upgrade
Payout Ratio,45.60%,49.80%,42.30%,42.20%,41.10%,28.70%,40.30%,40.50%,52.60%,32.10%,43.60%,Upgrade
Buyback Yield / Dilution,2.96%,3.33%,0.85%,3.26%,2.49%,-2.69%,-3.99%,-12.69%,-1.48%,-1.28%,-1.95%,Upgrade
Total Shareholder Return,11.22%,9.05%,4.43%,7.35%,5.30%,-0.35%,-1.96%,-10.78%,1.73%,0.60%,0.42%,Upgrade
