Year,Current,2022,2021
Market Capitalization,116,222,189
Market Cap Growth,-,17.34%,-
Enterprise Value,115,221,188
PE Ratio,17.73,17.26,114.07
PB Ratio,-401.13,-401.13,-10.99
P/FCF Ratio,-410.11,-410.11,-655.66
P/OCF Ratio,-410.11,-410.11,-655.66
EV/EBITDA Ratio,8.98,17.23,113.50
EV/EBIT Ratio,8.98,17.23,113.50
EV/FCF Ratio,-409.35,-409.35,-652.35
Current Ratio,0.73,0.73,3.42
Return on Equity (ROE),-279.40%,-279.40%,-
Return on Assets (ROA),7.20%,7.20%,-
Return on Capital (ROIC),7.30%,7.30%,-
Earnings Yield,11.10%,5.79%,0.88%
FCF Yield,-0.47%,-0.24%,-0.15%
Buyback Yield / Dilution,-267.51%,-267.51%,-
Total Shareholder Return,-267.51%,-267.51%,-
