Year,Current,2022,2021
Market Capitalization,361,355,277
Market Cap Growth,-,28.21%,-
Enterprise Value,361,355,276
PE Ratio,131.00,135.21,-697.87
PB Ratio,-37.86,-37.86,-33.26
P/FCF Ratio,-555.34,-555.34,-408.78
P/OCF Ratio,-555.34,-555.34,-408.78
EV/EBITDA Ratio,137.53,135.17,-695.98
EV/EBIT Ratio,137.53,135.17,-695.98
EV/FCF Ratio,-555.17,-555.17,-407.67
Current Ratio,0.94,0.94,2.63
Return on Equity (ROE),-29.10%,-29.10%,-
Return on Assets (ROA),1.00%,1.00%,-
Return on Capital (ROIC),1.00%,1.00%,-
Earnings Yield,0.73%,0.74%,-0.14%
FCF Yield,-0.18%,-0.18%,-0.24%
Buyback Yield / Dilution,-329.19%,-329.19%,-
Total Shareholder Return,-329.19%,-329.19%,-
