Year,Current,2022,2021
Market Capitalization,105,289,282
Market Cap Growth,-,2.55%,-
Enterprise Value,106,289,281
PE Ratio,79.38,37.69,22.67
PB Ratio,-30.96,-30.96,-21.63
P/FCF Ratio,-185.60,-185.60,-249.74
P/OCF Ratio,-185.60,-185.60,-249.74
EV/EBITDA Ratio,13.64,37.31,22.58
EV/EBIT Ratio,13.64,37.31,22.58
EV/FCF Ratio,-185.78,-185.78,-248.74
Debt / Equity Ratio,-0.03,-0.03,-
Debt / EBITDA Ratio,0.04,0.04,-
Debt / FCF Ratio,-0.19,-0.19,-
Current Ratio,0.01,0.01,0.19
Return on Equity (ROE),-80.70%,-80.70%,-
Return on Assets (ROA),4.10%,4.10%,-
Return on Capital (ROIC),4.20%,4.20%,-
Earnings Yield,7.27%,2.65%,4.41%
FCF Yield,-1.48%,-0.54%,-0.40%
Buyback Yield / Dilution,-118.19%,-118.19%,-
Total Shareholder Return,-118.19%,-118.19%,-
