Year,Current,2022,2021
Market Capitalization,109,291,279
Market Cap Growth,-,4.48%,-
Enterprise Value,108,291,278
PE Ratio,32.63,31.38,29.87
PB Ratio,-22.09,-22.09,-14.46
P/FCF Ratio,-521.55,-521.55,-392.52
P/OCF Ratio,-521.55,-521.55,-392.52
EV/EBITDA Ratio,11.68,31.37,29.80
EV/EBIT Ratio,11.68,31.37,29.80
EV/FCF Ratio,-521.43,-521.43,-391.66
Current Ratio,0.30,0.30,2.27
Return on Equity (ROE),-65.80%,-65.80%,-194.10%
Return on Assets (ROA),4.00%,4.00%,16.00%
Return on Capital (ROIC),4.00%,4.00%,16.10%
Earnings Yield,8.56%,3.19%,3.35%
FCF Yield,-0.51%,-0.19%,-0.25%
Buyback Yield / Dilution,-147.97%,-147.97%,-
Total Shareholder Return,-147.97%,-147.97%,-
