Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"4,692","4,026","3,025","2,902","3,441","3,171","3,183","2,280","1,041","1,576","1,787",Upgrade
Market Cap Growth,-,33.08%,4.21%,-15.66%,8.51%,-0.36%,39.60%,119.05%,-33.95%,-11.84%,25.77%,Upgrade
Enterprise Value,"5,745","5,085","3,962","3,428","3,936","3,312","3,102","2,267","1,089","1,610","1,790",Upgrade
PE Ratio,17.73,15.88,24.22,27.23,20.90,20.70,22.12,37.92,17.14,18.50,21.32,Upgrade
PS Ratio,1.65,1.48,1.78,1.78,1.85,1.78,1.79,2.10,1.48,2.21,2.71,Upgrade
PB Ratio,2.50,2.14,1.67,2.26,2.55,2.41,2.16,1.57,2.41,3.63,4.31,Upgrade
P/FCF Ratio,14.32,11.47,29.72,20.85,30.56,16.89,17.37,36.19,14.52,21.37,22.33,Upgrade
P/OCF Ratio,10.19,8.58,13.55,13.06,14.86,13.03,14.44,23.54,11.22,16.13,16.75,Upgrade
EV/Sales Ratio,2.03,1.86,2.33,2.10,2.11,1.86,1.74,2.08,1.55,2.26,2.71,Upgrade
EV/EBITDA Ratio,6.44,5.97,15.38,15.93,13.10,11.94,12.33,15.56,8.89,10.90,12.94,Upgrade
EV/EBIT Ratio,13.51,12.89,19.92,19.81,15.22,14.12,15.80,19.92,10.41,12.37,14.55,Upgrade
EV/FCF Ratio,17.56,14.49,38.93,24.62,34.95,17.64,16.93,35.98,15.19,21.84,22.37,Upgrade
Debt / Equity Ratio,0.88,0.89,0.88,0.70,0.68,0.45,0.27,0.31,0.59,0.51,0.46,Upgrade
Debt / EBITDA Ratio,1.84,1.96,6.16,4.18,3.03,2.13,1.60,3.13,2.07,1.51,1.38,Upgrade
Debt / FCF Ratio,5.02,4.76,15.59,6.46,8.09,3.15,2.20,7.25,3.54,3.02,2.38,Upgrade
Current Ratio,3.50,3.83,2.88,3.03,3.65,5.94,6.99,6.21,7.05,7.07,5.95,Upgrade
Asset Turnover,0.73,0.71,0.61,0.72,0.78,0.87,0.85,0.73,0.96,1.02,1.13,Upgrade
Return on Equity (ROE),14.80%,14.00%,8.80%,8.60%,12.30%,11.40%,9.70%,6.40%,14.20%,19.50%,21.50%,Upgrade
Return on Assets (ROA),7.10%,6.60%,4.50%,4.70%,6.90%,7.40%,6.90%,4.10%,8.20%,12.20%,14.30%,Upgrade
Return on Capital (ROIC),13.40%,12.70%,8.90%,9.50%,12.90%,16.80%,14.80%,10.90%,18.50%,24.50%,28.80%,Upgrade
Earnings Yield,5.83%,6.30%,4.13%,3.67%,4.78%,4.83%,4.52%,2.64%,5.83%,5.40%,4.69%,Upgrade
FCF Yield,6.99%,8.71%,3.36%,4.80%,3.27%,5.92%,5.76%,2.76%,6.89%,4.68%,4.48%,Upgrade
Dividend Yield,1.28%,1.45%,1.56%,1.54%,1.27%,1.26%,1.14%,1.20%,-,-,-,Upgrade
Payout Ratio,16.50%,23.50%,38.40%,42.00%,26.60%,26.60%,25.60%,32.80%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.53%,-14.55%,2.43%,2.90%,2.63%,7.11%,2.72%,-74.45%,1.77%,2.07%,-0.92%,Upgrade
Total Shareholder Return,5.81%,-13.10%,3.99%,4.44%,3.89%,8.37%,3.86%,-73.24%,1.77%,2.07%,-0.92%,Upgrade
