Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"36,188","57,091","78,158","64,615","43,158","33,383","39,225","38,153","29,497","28,012","26,308",Upgrade
Market Cap Growth,-,-26.95%,20.96%,49.72%,29.28%,-14.89%,2.81%,29.34%,5.30%,6.48%,29.17%,Upgrade
Enterprise Value,"92,165","102,295","99,068","91,436","83,650","58,426","64,728","57,100","52,845","52,499","49,500",Upgrade
PE Ratio,6.04,9.63,12.96,15.44,14.25,10.90,17.67,16.89,15.24,14.13,16.83,Upgrade
PS Ratio,1.61,2.57,3.38,3.17,3.61,3.04,3.64,3.73,3.21,3.12,2.90,Upgrade
PB Ratio,0.58,0.94,1.13,0.91,0.65,1.11,1.32,1.27,1.08,1.15,1.15,Upgrade
P/FCF Ratio,3.34,5.43,10.49,9.76,33.30,8.38,8.46,12.25,9.42,8.73,4.96,Upgrade
P/OCF Ratio,3.18,5.15,9.90,8.69,28.39,7.68,8.46,12.25,9.42,8.73,4.96,Upgrade
EV/Sales Ratio,4.11,4.60,4.29,4.49,7.00,5.32,6.01,5.59,5.75,5.85,5.46,Upgrade
EV/EBITDA Ratio,10.05,11.33,10.56,12.93,18.04,12.72,16.79,14.14,15.83,15.10,13.55,Upgrade
EV/EBIT Ratio,11.78,13.35,12.39,16.74,20.88,14.46,19.58,16.39,18.36,17.20,15.31,Upgrade
EV/FCF Ratio,8.52,9.73,13.30,13.81,64.54,14.66,13.97,18.33,16.88,16.35,9.33,Upgrade
Debt / Equity Ratio,1.50,1.10,0.59,0.64,0.89,0.96,0.96,0.78,1.00,1.11,1.12,Upgrade
Debt / EBITDA Ratio,10.20,7.38,4.39,6.46,12.85,6.29,7.42,5.79,8.19,7.78,7.01,Upgrade
Debt / FCF Ratio,8.65,6.33,5.53,6.90,45.95,7.25,6.17,7.50,8.74,8.42,4.83,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),9.70%,9.50%,8.80%,6.10%,7.50%,10.20%,7.40%,7.70%,7.40%,8.20%,7.10%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.10%,0.80%,1.00%,1.40%,1.00%,1.00%,1.00%,1.10%,0.90%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.50%,1.10%,1.30%,1.70%,1.40%,1.50%,1.30%,1.50%,1.70%,Upgrade
Earnings Yield,16.61%,10.38%,7.72%,6.48%,7.02%,9.18%,5.66%,5.92%,6.56%,7.08%,5.94%,Upgrade
FCF Yield,29.91%,18.42%,9.53%,10.25%,3.00%,11.94%,11.82%,8.16%,10.61%,11.46%,20.18%,Upgrade
Dividend Yield,7.66%,4.69%,3.21%,3.78%,3.23%,3.66%,2.61%,2.46%,2.70%,2.47%,3.04%,Upgrade
Payout Ratio,45.10%,44.80%,41.20%,57.90%,45.50%,39.40%,45.30%,40.90%,40.50%,34.40%,50.50%,Upgrade
Buyback Yield / Dilution,0.16%,0.81%,0.66%,-66.62%,-4.05%,3.39%,0.48%,-7.54%,-4.04%,-1.96%,-0.77%,Upgrade
Total Shareholder Return,7.81%,5.50%,3.87%,-62.84%,-0.82%,7.05%,3.09%,-5.09%,-1.34%,0.51%,2.27%,Upgrade
