Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,147","1,979","2,138","1,489","1,825","1,515","1,607","1,251",647,501,529,Upgrade
Market Cap Growth,-,-7.46%,43.60%,-18.42%,20.48%,-5.70%,28.44%,93.30%,29.23%,-5.25%,22.43%,Upgrade
Enterprise Value,"1,249","2,364","2,206","1,776","1,905","1,743","2,020","1,687",945,"1,153","1,162",Upgrade
PE Ratio,5.38,9.69,10.09,11.16,12.24,12.95,21.36,15.62,10.93,12.19,14.81,Upgrade
PS Ratio,1.58,2.78,3.02,2.73,3.42,3.04,3.86,3.16,1.95,1.85,2.17,Upgrade
PB Ratio,0.63,1.14,0.98,0.72,1.16,1.14,1.62,1.69,0.98,1.01,1.20,Upgrade
P/FCF Ratio,3.03,5.15,6.70,8.38,12.66,6.50,10.52,8.99,6.80,6.75,4.22,Upgrade
P/OCF Ratio,3.03,5.10,6.56,7.82,11.33,6.24,10.30,8.42,6.33,6.23,3.90,Upgrade
EV/Sales Ratio,1.72,3.32,3.12,3.26,3.57,3.49,4.85,4.25,2.85,4.26,4.77,Upgrade
EV/EBITDA Ratio,4.11,8.09,7.30,8.82,8.86,9.91,13.54,11.43,9.01,15.85,18.06,Upgrade
EV/EBIT Ratio,4.45,8.83,8.02,10.21,10.35,12.01,16.97,14.43,11.68,20.96,24.66,Upgrade
EV/FCF Ratio,3.30,6.15,6.91,9.99,13.22,7.48,13.23,12.13,9.93,15.55,9.28,Upgrade
Debt / Equity Ratio,0.25,0.43,0.23,0.30,0.29,0.38,0.61,0.80,0.84,1.46,1.73,Upgrade
Debt / EBITDA Ratio,1.53,2.56,1.67,3.10,2.13,2.85,4.09,4.03,5.31,9.98,11.79,Upgrade
Debt / FCF Ratio,1.23,1.95,1.58,3.52,3.18,2.15,3.99,4.28,5.85,9.79,6.06,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),12.20%,11.50%,9.90%,7.40%,9.90%,9.50%,8.50%,11.40%,9.90%,8.60%,8.70%,Upgrade
Return on Assets (ROA),1.10%,1.00%,1.10%,0.90%,1.20%,1.10%,0.80%,1.00%,0.90%,0.70%,0.70%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.50%,1.10%,1.60%,1.40%,1.30%,1.40%,1.10%,0.90%,0.80%,Upgrade
Earnings Yield,18.65%,10.32%,9.91%,8.96%,8.17%,7.72%,4.68%,6.40%,9.15%,8.20%,6.75%,Upgrade
FCF Yield,32.98%,19.41%,14.93%,11.93%,7.90%,15.38%,9.50%,11.12%,14.71%,14.81%,23.69%,Upgrade
Dividend Yield,4.27%,2.34%,1.90%,1.98%,1.37%,1.34%,0.95%,1.04%,1.28%,1.48%,1.39%,Upgrade
Payout Ratio,22.40%,22.70%,19.20%,22.30%,16.40%,16.70%,19.10%,15.30%,13.90%,17.90%,19.20%,Upgrade
Buyback Yield / Dilution,-0.45%,-0.46%,-14.55%,-0.51%,-6.45%,-15.11%,-14.91%,-26.29%,-11.67%,-0.66%,-11.20%,Upgrade
Total Shareholder Return,3.82%,1.88%,-12.65%,1.47%,-5.09%,-13.76%,-13.96%,-25.25%,-10.40%,0.82%,-9.81%,Upgrade
